광역	시군구	읍면동	선거인수	투표수	새누리당	더불어민주당	국민의당	정의당	기독자유당	민주당	코리아	일제.위안부.인권정당	개혁국민신당	고용복지연금선진화연대	공화당	불교당	기독당	노동당	녹색당	민중연합당	복지국가당	친반통일당	통일한국당	한국국민당	한나라당	계	무효투표수	기권수	권역
서울특별시	중구	신당제5동	8378	4429	1337	905	1618	241	82	21	5	3	0	0	1	4	14	8	33	25	1	1	4	2	7	4312	117	3949	수도권
서울특별시	중구	동화동	9191	5618	1820	1111	1878	415	91	34	3	0	6	1	1	4	22	13	42	36	4	0	0	3	12	5496	122	3573	수도권
서울특별시	중구	황학동	10508	5460	1643	1180	1938	339	99	22	2	3	1	0	1	6	20	9	44	17	3	0	2	4	6	5339	121	5048	수도권
서울특별시	중구	중림동	7194	4217	1330	871	1380	354	58	22	5	1	3	2	2	1	16	11	57	8	4	1	7	2	5	4140	77	2977	수도권
서울특별시	중구	금호1가동	10907	6261	2009	1427	1913	452	149	27	7	3	1	2	2	5	29	7	53	29	2	0	2	2	11	6132	129	4646	수도권
서울특별시	중구	금호2·3가동	18222	10265	3149	2271	3393	743	179	48	5	6	3	6	2	8	36	12	83	48	7	0	3	6	16	10024	241	7957	수도권
서울특별시	중구	금호4가동	11797	6707	2045	1515	2166	558	117	38	3	0	2	1	2	6	32	7	63	29	4	0	4	4	12	6608	99	5090	수도권
서울특별시	중구	옥수동	18402	10908	3680	2402	3269	915	185	36	5	2	5	2	2	9	28	13	138	33	5	1	6	3	12	10751	157	7494	수도권
서울특별시	중랑구	면목본동	30149	15484	4677	4565	4115	839	300	117	10	15	7	7	3	22	71	24	101	115	7	7	8	9	37	15056	428	14665	수도권
서울특별시	중랑구	면목제2동	22106	11120	3307	3216	3139	614	254	81	2	8	4	6	4	10	41	16	63	51	4	8	3	3	18	10852	268	10986	수도권
서울특별시	중랑구	면목제3·8동	23322	12251	3722	3560	3333	660	284	72	3	11	6	7	4	16	35	35	77	68	8	6	9	2	30	11948	303	11071	수도권
서울특별시	중랑구	면목제4동	18180	9985	2979	2831	2734	621	235	73	4	10	6	2	1	7	47	22	58	50	6	0	7	4	16	9713	272	8195	수도권
서울특별시	중랑구	면목제5동	9386	4782	1375	1368	1396	294	91	40	2	1	1	2	3	5	15	8	13	26	5	1	4	3	14	4667	115	4604	수도권
서울특별시	중랑구	면목제7동	19707	10600	3320	3074	2760	609	266	65	9	8	2	3	3	9	62	11	71	55	7	1	3	5	25	10368	232	9107	수도권
서울특별시	중랑구	상봉제1동	20177	11736	3556	3109	3245	833	344	70	7	7	5	3	2	8	62	26	91	55	6	0	9	7	19	11464	272	8441	수도권
서울특별시	중랑구	상봉제2동	16067	7803	2335	2222	2114	494	195	57	5	11	1	4	2	4	30	14	72	39	4	4	6	2	12	7627	176	8264	수도권
서울특별시	중랑구	중화제1동	17246	9932	3017	2695	2766	656	222	62	7	5	1	5	4	13	53	24	76	31	6	1	1	4	17	9666	266	7314	수도권
서울특별시	중랑구	중화제2동	24362	11890	3867	3087	3287	628	280	87	4	13	5	7	9	9	73	38	98	34	8	3	2	8	26	11573	317	12472	수도권
서울특별시	중랑구	묵제1동	27583	16325	4873	4237	4677	1233	464	88	11	18	5	12	6	14	83	36	132	51	10	3	6	9	26	15994	331	11258	수도권
서울특별시	중랑구	묵제2동	16180	8854	2725	2340	2447	612	240	54	6	7	3	3	5	6	49	24	68	34	7	3	5	2	18	8658	196	7326	수도권
서울특별시	중랑구	망우본동	27695	14589	5180	3493	3730	767	572	100	9	17	5	13	6	17	105	38	101	52	9	0	9	6	37	14266	323	13106	수도권
서울특별시	중랑구	망우제3동	15293	7661	2468	2068	2010	414	244	45	2	8	7	4	1	7	44	23	36	50	9	12	1	1	12	7466	195	7632	수도권
서울특별시	중랑구	신내제1동	31330	19319	5904	5002	5602	1229	631	115	12	17	12	4	4	25	109	40	129	79	11	4	3	6	36	18974	345	12011	수도권
서울특별시	중랑구	신내제2동	19790	12887	3692	3492	3531	1029	449	90	5	8	9	3	3	10	72	35	121	44	10	3	3	7	20	12636	251	6903	수도권
부산광역시	강서구	대저1동	6980	3521	1729	742	565	115	99	21	2	1	1	2	2	6	15	6	13	9	3	0	3	0	16	3350	171	3459	영남
부산광역시	강서구	대저2동	6952	3567	1576	823	653	161	95	28	2	2	2	2	3	7	10	6	14	10	6	1	2	2	14	3419	148	3385	영남
부산광역시	강서구	강동동	5599	2951	1503	600	462	83	87	17	4	1	0	1	2	5	13	5	8	6	3	0	1	3	17	2821	130	2648	영남
부산광역시	강서구	명지동	29689	16300	4963	5233	3958	1133	400	63	5	9	7	3	9	19	70	35	79	38	6	0	4	5	23	16062	238	13389	영남
부산광역시	강서구	가락동	2336	1296	629	285	194	49	26	8	3	0	0	1	1	0	5	3	2	3	2	0	2	2	6	1221	75	1040	영남
부산광역시	강서구	녹산동	20165	9091	3170	2677	1889	584	247	54	2	12	3	5	5	14	49	28	35	20	6	0	12	2	29	8843	248	11074	영남
부산광역시	강서구	가덕도동	3180	1594	891	266	213	34	52	6	2	0	1	0	1	3	14	0	6	2	0	0	2	2	12	1507	87	1586	영남
부산광역시	강서구	금곡동	35384	20159	7936	5482	3815	1010	637	110	16	20	11	8	14	30	89	51	119	85	24	3	23	4	70	19557	602	15225	영남
부산광역시	강서구	화명제1동	33750	20403	6777	6467	4605	1269	421	82	8	18	3	8	8	25	73	58	123	49	15	1	7	8	37	20062	341	13347	영남
부산광역시	강서구	화명제2동	14650	8330	3026	2343	1667	485	260	46	2	7	3	4	8	19	48	16	87	37	4	0	3	3	26	8094	236	6320	영남
부산광역시	강서구	화명제3동	23757	15329	5087	4511	3685	1110	288	45	8	9	4	8	8	22	46	42	124	40	7	0	5	4	20	15073	256	8428	영남
부산광역시	금정구	서제1동	7027	3380	1761	617	457	181	87	20	5	2	2	3	7	4	20	15	5	6	6	1	2	10	16	3227	153	3647	영남
부산광역시	금정구	서제2동	10403	4991	2453	1050	727	237	166	31	3	6	2	1	3	10	17	18	27	14	7	0	6	5	26	4809	182	5412	영남
부산광역시	금정구	서제3동	10583	5311	2549	1135	801	281	134	38	3	9	5	5	3	10	35	14	9	12	6	0	4	2	26	5081	230	5272	영남
부산광역시	금정구	금사동	8461	4027	2028	842	607	182	95	41	4	3	0	4	3	7	15	7	10	9	3	1	2	1	25	3889	138	4434	영남
부산광역시	금정구	부곡제1동	8836	4515	2224	893	737	247	108	26	2	1	2	6	2	11	18	12	17	14	6	1	3	2	18	4350	165	4321	영남
부산광역시	금정구	부곡제2동	14583	8304	3316	2039	1700	634	137	42	4	5	3	3	3	19	28	28	67	26	10	1	3	5	27	8100	204	6279	영남
부산광역시	금정구	부곡제3동	14477	8522	3388	2196	1697	658	169	23	6	6	1	5	0	11	25	17	69	19	5	2	2	0	12	8311	211	5955	영남
부산광역시	금정구	부곡제4동	12227	6397	2902	1439	1133	403	140	29	5	4	4	2	5	8	27	15	39	20	2	0	4	4	18	6203	194	5830	영남
부산광역시	금정구	장전제1동	14912	8470	2692	2488	1703	876	162	27	6	4	1	5	5	17	32	32	137	39	2	1	4	1	23	8257	213	6442	영남
부산광역시	금정구	장전제2동	11598	6679	2473	1748	1445	514	143	26	5	8	3	1	1	10	25	17	79	16	4	0	7	3	17	6545	134	4919	영남
부산광역시	금정구	장전제3동	5948	2926	1233	722	502	219	54	14	2	2	3	2	2	11	10	10	21	7	2	0	2	0	14	2832	94	3022	영남
부산광역시	금정구	선두구동	2377	1282	732	195	168	70	17	5	3	0	2	0	2	3	8	1	8	0	0	0	3	1	7	1225	57	1095	영남
부산광역시	금정구	청룡노포동	9109	5077	2321	1038	955	331	109	21	3	1	1	0	4	9	31	11	52	16	1	0	3	2	20	4929	148	4032	영남
부산광역시	금정구	남산동	26979	13592	5694	3145	2374	1096	402	66	7	12	2	4	5	32	84	53	120	65	11	2	17	9	47	13247	345	13387	영남
부산광역시	금정구	구서제1동	14658	8173	3124	2008	1748	625	231	31	5	10	1	0	4	18	28	20	73	13	4	2	5	1	24	7975	198	6485	영남
부산광역시	금정구	구서제2동	27863	16262	6299	3931	3529	1314	369	58	9	9	4	2	5	29	65	40	167	44	11	1	10	6	33	15935	327	11601	영남
부산광역시	금정구	금성동	980	640	332	115	87	39	9	2	0	1	0	0	0	0	1	1	34	2	0	0	1	0	1	625	15	340	영남
부산광역시	기장군	기장읍	43136	21419	9206	4636	3750	1355	631	151	20	26	9	16	13	59	128	71	237	104	25	2	19	15	98	20571	848	21717	영남
부산광역시	기장군	장안읍	7452	4075	1874	791	654	213	127	25	3	1	0	3	2	10	14	12	22	18	5	0	6	7	39	3826	249	3377	영남
부산광역시	기장군	일광면	7753	4245	2109	720	557	188	143	61	12	4	2	4	3	25	17	13	24	17	5	2	4	8	51	3969	276	3508	영남
부산광역시	기장군	정관읍	49742	26214	7443	8296	5953	2446	578	163	16	31	7	19	14	60	133	99	153	110	27	1	51	7	83	25690	524	23528	영남
부산광역시	기장군	철마면	6467	3469	1629	684	544	214	114	20	2	2	3	1	5	9	18	18	23	10	3	2	5	4	23	3333	136	2998	영남
부산광역시	동래구	수민동	25257	14154	5469	3336	3348	841	295	62	7	13	6	14	11	30	52	55	80	50	15	3	14	6	55	13762	392	11103	영남
부산광역시	동래구	복산동	10699	5894	2655	1045	1318	286	163	31	3	4	8	6	2	13	21	23	35	24	9	0	3	1	31	5681	213	4805	영남
부산광역시	동래구	명륜동	17121	9838	3467	2604	2408	690	180	45	6	13	1	7	5	19	29	20	73	31	12	1	4	1	26	9642	196	7283	영남
부산광역시	동래구	온천제1동	17342	7835	3424	1573	1705	457	214	36	3	9	4	6	10	13	24	24	74	19	9	0	8	4	31	7647	188	9507	영남
부산광역시	동래구	온천제2동	15135	8432	3745	1584	1921	481	204	32	7	11	5	4	7	22	32	25	67	26	10	0	3	5	31	8222	210	6703	영남
부산광역시	동래구	온천제3동	28941	15116	6070	3412	3459	849	383	74	11	16	9	10	13	39	64	50	95	55	13	3	12	4	62	14703	413	13825	영남
부산광역시	동래구	사직제1동	7930	4295	1872	920	914	221	120	28	5	4	5	1	3	7	22	7	31	15	1	1	7	0	18	4202	93	3635	영남
부산광역시	동래구	사직제2동	20228	11999	3900	3212	3104	942	226	54	7	11	5	3	6	23	50	41	130	45	7	2	6	2	26	11802	197	8229	영남
부산광역시	동래구	사직제3동	11334	5927	2680	1235	1168	266	154	33	7	5	6	4	4	16	33	19	43	16	8	0	5	5	15	5722	205	5407	영남
부산광역시	동래구	안락제1동	13693	7237	3097	1539	1541	389	222	39	4	9	4	2	0	20	41	28	35	15	5	2	4	5	26	7027	210	6456	영남
부산광역시	동래구	안락제2동	25292	14138	5562	3346	3239	862	319	87	6	16	9	10	9	25	68	62	81	39	15	4	15	5	58	13837	301	11154	영남
부산광역시	동래구	명장제1동	11909	6013	2755	1225	1166	278	178	39	7	5	3	2	10	10	34	32	23	15	3	0	4	3	23	5815	198	5896	영남
부산광역시	동래구	명장제2동	12707	6654	2844	1429	1371	334	146	40	10	11	6	4	9	25	26	26	42	25	10	0	6	7	27	6398	256	6053	영남
부산광역시	남구	대연제1동	18004	9216	3865	2240	1792	441	202	45	3	7	7	1	3	19	48	18	52	24	8	2	8	5	24	8814	402	8788	영남
부산광역시	남구	대연제3동	27104	14853	4743	4296	3584	1217	277	44	9	10	7	5	4	18	47	31	140	47	9	1	10	3	25	14527	326	12251	영남
부산광역시	남구	대연제4동	9392	5012	2250	1158	905	261	96	24	3	6	0	1	0	3	16	13	26	9	4	1	4	2	21	4803	209	4380	영남
부산광역시	남구	대연제5동	12112	6644	2755	1634	1359	380	126	33	3	6	4	4	0	12	28	15	39	14	5	0	10	4	18	6449	195	5468	영남
부산광역시	남구	대연제6동	6810	3897	1534	1023	793	223	90	20	0	5	1	0	3	4	17	15	25	10	5	0	5	0	6	3779	118	2913	영남
부산광역시	남구	용호제1동	32394	19283	7257	5264	4473	1096	335	88	10	8	2	1	7	27	76	41	109	25	12	0	9	6	48	18894	389	13111	영남
부산광역시	남구	용호제2동	15580	9120	3687	2434	1897	473	200	37	3	5	3	4	1	9	41	17	46	13	7	0	12	2	22	8913	207	6460	영남
부산광역시	남구	용호제3동	12757	7926	3310	2160	1501	367	156	46	3	5	1	3	1	7	38	15	43	13	4	1	3	3	25	7705	221	4831	영남
부산광역시	남구	용호제4동	7964	4751	1802	1460	917	243	87	25	0	3	3	0	2	8	18	5	17	5	3	1	1	1	13	4614	137	3213	영남
부산광역시	남구	용당동	7274	4166	1584	1110	914	240	99	20	3	2	1	2	2	5	15	5	32	9	1	1	2	3	7	4057	109	3108	영남
부산광역시	남구	감만제1동	13311	7439	3122	2039	1318	328	136	47	10	8	2	4	5	13	39	16	34	18	1	0	7	6	25	7178	261	5872	영남
부산광역시	남구	감만제2동	6519	3677	1650	924	651	141	66	20	2	0	1	2	2	9	14	8	10	5	4	0	5	0	12	3526	151	2842	영남
부산광역시	남구	문현제1동	13116	6692	2753	1718	1323	393	122	28	6	1	1	5	1	12	19	17	31	20	2	0	3	3	22	6480	212	6424	영남
부산광역시	남구	문현제2동	7448	3640	1806	795	563	147	57	18	3	6	1	4	3	7	8	6	13	18	2	0	5	3	11	3476	164	3808	영남
부산광역시	남구	문현제3동	11210	6127	2543	1513	1246	321	140	26	2	9	1	2	2	15	20	13	44	15	2	0	1	1	18	5934	193	5083	영남
부산광역시	남구	문현제4동	9511	5089	2250	1229	902	260	129	22	4	3	2	2	3	5	22	14	20	16	4	0	6	1	21	4915	174	4422	영남
부산광역시	남구	우암동	15524	8923	4030	2232	1559	373	137	54	5	8	1	1	7	9	38	23	38	14	4	2	14	6	47	8602	321	6601	영남
부산광역시	동구	초량제1동	4542	2185	978	474	351	127	60	13	2	4	1	1	0	1	7	8	23	6	4	0	6	2	6	2074	111	2357	영남
부산광역시	동구	초량제2동	5751	2716	1433	490	438	104	46	18	1	5	1	0	2	7	15	10	12	5	6	0	2	2	15	2612	104	3035	영남
부산광역시	동구	초량제3동	5619	2746	1139	663	568	142	68	15	0	0	0	3	2	5	14	7	17	8	1	0	3	3	6	2664	82	2873	영남
부산광역시	동구	초량제6동	6422	3277	1619	662	506	156	78	18	5	5	4	3	1	4	12	3	16	5	2	2	8	2	19	3130	147	3145	영남
부산광역시	동구	수정제1동	4169	2182	939	474	450	107	58	18	2	3	2	3	0	2	6	8	7	2	2	0	5	2	13	2103	79	1987	영남
부산광역시	동구	수정제2동	7914	4078	1923	842	716	173	87	34	4	2	0	3	2	7	15	8	13	7	1	0	8	5	21	3871	207	3836	영남
부산광역시	동구	수정제4동	4316	2209	1161	392	335	92	48	15	0	1	1	0	0	7	10	8	12	9	0	0	3	3	12	2109	100	2107	영남
부산광역시	동구	수정제5동	5591	2805	1369	559	476	135	58	16	1	2	2	2	2	2	15	5	14	5	1	0	4	0	10	2678	127	2786	영남
부산광역시	동구	좌천동	10150	5305	2385	1131	966	248	131	34	2	8	2	2	5	16	23	15	42	14	3	0	3	2	32	5064	241	4845	영남
부산광역시	동구	범일제1동	11711	5676	2752	1212	923	252	85	36	7	5	4	4	3	8	25	17	23	10	3	0	9	8	23	5409	267	6035	영남
부산광역시	동구	범일제2동	7857	3828	1607	862	841	195	73	17	2	8	3	3	2	6	18	14	30	10	5	0	5	2	19	3722	106	4029	영남
부산광역시	동구	범일제5동	3956	1971	922	386	343	86	52	10	2	2	0	3	0	5	6	6	16	0	2	0	3	2	9	1855	116	1985	영남
부산광역시	북구	구포제1동	13515	7681	3232	2302	1213	251	134	62	7	8	3	7	8	13	20	17	24	22	12	0	4	6	32	7377	304	5834	영남
부산광역시	북구	구포제2동	23204	13623	5405	4408	2123	614	228	94	12	21	7	3	6	24	34	34	58	26	8	3	8	13	53	13182	441	9581	영남
부산광역시	북구	구포제3동	19507	10569	4178	3401	1603	431	223	92	9	6	3	2	8	12	45	26	39	37	6	1	4	5	48	10179	390	8938	영남
부산광역시	북구	덕천제1동	13693	7939	3377	2280	1196	339	182	59	7	3	9	4	2	16	35	18	30	32	2	0	5	4	41	7641	298	5754	영남
부산광역시	북구	덕천제2동	11598	6396	2617	1978	968	293	133	47	3	6	1	3	7	11	21	15	33	21	4	0	4	3	24	6192	204	5202	영남
부산광역시	북구	덕천제3동	10524	6010	2580	1652	922	248	146	59	5	10	0	3	4	5	22	11	16	10	8	1	4	6	33	5745	265	4514	영남
부산광역시	북구	만덕제1동	8314	5281	2138	1635	834	223	108	45	3	3	0	3	1	7	19	15	18	20	3	1	7	6	22	5111	170	3033	영남
부산광역시	북구	만덕제2동	22974	14295	5385	4565	2542	727	282	107	9	14	1	6	2	24	51	34	54	37	8	2	5	9	45	13909	386	8679	영남
부산광역시	북구	만덕제3동	16995	10999	4284	3367	2047	541	205	61	6	6	3	3	5	15	33	20	45	21	5	2	2	1	30	10702	297	5996	영남
부산광역시	서구	동대신제1동	4672	2444	1202	456	404	101	133	11	2	2	1	1	0	4	22	6	12	4	2	0	1	0	9	2373	71	2228	영남
부산광역시	서구	동대신제2동	7355	3740	1718	738	729	172	104	22	4	7	0	2	0	13	27	9	26	12	6	0	3	4	14	3610	130	3615	영남
부산광역시	서구	동대신제3동	6711	3575	1540	826	653	203	125	11	0	3	0	6	2	15	20	13	23	11	2	1	4	4	16	3478	97	3136	영남
부산광역시	서구	서대신제1동	9319	4819	2095	1077	900	275	133	26	3	8	1	3	2	10	27	13	26	12	9	2	6	4	30	4662	157	4500	영남
부산광역시	서구	서대신제3동	7076	3860	1667	850	819	229	81	17	1	4	1	1	1	7	15	9	39	12	3	0	1	5	8	3770	90	3216	영남
부산광역시	서구	서대신제4동	5783	3187	1306	755	610	217	67	13	0	4	0	2	3	10	11	7	39	7	4	0	1	1	10	3067	120	2596	영남
부산광역시	서구	부민동	6668	3559	1372	907	706	242	114	12	2	1	1	3	3	5	20	8	25	12	7	0	1	2	15	3458	101	3109	영남
부산광역시	서구	아미동	7893	3364	1656	666	521	142	87	14	5	4	4	1	0	3	16	3	20	12	5	1	1	5	20	3186	178	4529	영남
부산광역시	서구	초장동	4881	2088	1087	388	325	79	38	16	3	5	1	1	1	5	7	10	11	3	1	0	3	0	20	2004	84	2793	영남
부산광역시	서구	충무동	7745	3814	1815	859	641	141	81	22	2	3	7	3	2	5	13	9	23	9	2	0	4	3	20	3664	150	3931	영남
부산광역시	서구	남부민제1동	4918	2253	1188	441	316	89	49	11	2	1	0	2	3	8	10	6	7	5	4	0	3	4	12	2161	92	2665	영남
부산광역시	서구	남부민제2동	9825	4517	2164	938	761	198	93	29	2	6	2	4	1	8	19	8	26	3	1	1	4	3	33	4304	213	5308	영남
부산광역시	서구	암남동	14195	6401	2897	1389	1140	296	207	47	5	12	3	3	0	10	36	19	54	6	3	0	6	13	22	6168	233	7794	영남
부산광역시	중구	중앙동	1629	746	361	158	124	32	22	3	0	1	0	0	1	2	3	0	10	1	0	0	1	0	3	722	24	883	영남
부산광역시	중구	동광동	3070	1446	707	314	232	65	26	8	1	0	1	0	1	3	4	3	8	1	1	0	2	1	9	1387	59	1624	영남
부산광역시	중구	대청동	6213	3035	1350	713	527	158	68	18	3	3	5	0	0	5	10	10	28	6	5	0	1	2	15	2927	108	3178	영남
부산광역시	중구	보수동	9710	4783	2303	1112	726	216	124	28	3	3	2	2	1	6	25	11	22	5	3	1	2	3	17	4615	168	4927	영남
부산광역시	중구	부평동	4764	2233	1192	418	370	78	36	9	0	2	1	0	1	7	8	3	12	2	0	0	3	0	6	2148	85	2531	영남
부산광역시	중구	광복동	1217	627	330	104	132	22	19	2	0	0	0	0	1	0	1	2	4	0	0	0	0	0	4	621	6	590	영남
부산광역시	중구	남포동	1150	509	273	102	94	10	6	1	0	0	1	0	1	3	2	0	1	0	0	0	0	1	1	496	13	641	영남
부산광역시	중구	영주제1동	4400	2139	975	483	399	109	38	14	1	4	1	1	2	4	5	4	13	7	3	0	3	0	5	2071	68	2261	영남
부산광역시	중구	영주제2동	7143	3781	1789	792	684	170	69	26	1	5	3	1	4	4	13	8	23	15	1	0	3	4	16	3631	150	3362	영남
부산광역시	부산진구	부전제1동	12148	5355	2510	1309	851	240	72	42	6	12	5	5	1	4	10	8	22	8	4	0	7	4	14	5134	221	6793	영남
부산광역시	부산진구	부전제2동	9192	4008	1500	1018	1012	209	61	23	1	2	3	2	1	9	9	14	23	11	3	0	2	1	15	3919	89	5184	영남
부산광역시	부산진구	연지동	18621	10965	4441	3035	2134	607	155	50	8	9	7	5	2	14	42	22	54	20	4	0	6	4	31	10650	315	7656	영남
부산광역시	부산진구	초읍동	19696	11007	5164	2697	1776	456	177	62	12	7	5	0	3	22	35	20	52	32	6	1	11	5	35	10578	429	8689	영남
부산광역시	부산진구	양정제1동	17476	10205	4017	2729	2094	591	153	54	4	11	6	5	4	22	40	22	62	18	9	1	12	3	28	9885	320	7271	영남
부산광역시	부산진구	양정제2동	13370	6309	2537	1674	1176	375	118	29	6	9	5	3	2	9	16	16	39	15	3	1	6	6	23	6068	241	7061	영남
부산광역시	부산진구	전포제1동	16158	7280	3138	1712	1493	368	118	34	5	8	1	3	3	7	18	28	45	36	7	0	1	1	25	7051	229	8878	영남
부산광역시	부산진구	전포제2동	18296	9317	3799	2231	2013	488	164	46	9	11	0	2	4	11	36	34	64	33	11	1	15	5	24	9001	316	8979	영남
부산광역시	부산진구	부암제1동	17902	9523	3788	2649	1844	511	146	50	9	5	1	0	7	14	31	19	43	17	9	0	6	9	36	9194	329	8379	영남
부산광역시	부산진구	부암제3동	18244	10316	3843	3164	1990	544	159	76	7	10	3	4	3	17	28	27	55	30	6	1	11	8	30	10016	300	7928	영남
부산광역시	부산진구	당감제1동	21810	12325	4788	3474	2312	674	257	75	7	13	4	11	4	9	59	37	58	31	8	1	12	8	74	11916	409	9485	영남
부산광역시	부산진구	당감제2동	8591	5122	2072	1424	983	248	71	29	2	5	3	4	0	8	14	13	23	18	7	0	5	0	26	4955	167	3469	영남
부산광역시	부산진구	당감제4동	11008	5916	2204	1782	1148	319	102	33	2	6	2	2	0	4	27	14	32	18	4	0	2	2	24	5727	189	5092	영남
부산광역시	부산진구	가야제1동	18878	8927	3800	2138	1730	421	151	59	9	12	7	6	3	14	36	29	49	23	7	1	16	2	38	8551	376	9951	영남
부산광역시	부산진구	가야제2동	15523	8559	3668	2021	1777	425	143	62	3	5	2	3	2	14	37	29	36	21	8	0	4	3	28	8291	268	6964	영남
부산광역시	부산진구	개금제1동	12432	6086	2357	1645	1351	292	79	53	5	8	2	9	6	6	10	14	28	22	5	1	4	3	15	5915	171	6346	영남
부산광역시	부산진구	개금제2동	10468	5528	2335	1270	1137	290	88	38	11	7	3	2	2	12	16	20	29	15	9	1	5	1	24	5315	213	4940	영남
부산광역시	부산진구	개금제3동	25599	14504	5449	3790	3368	853	247	71	15	11	3	5	5	25	43	52	62	44	9	1	11	7	35	14106	398	11095	영남
부산광역시	부산진구	범천제1동	9188	4194	1822	994	847	216	79	19	9	6	3	0	1	10	15	16	22	11	3	0	2	1	18	4094	100	4994	영남
부산광역시	부산진구	범천제2동	18298	9090	3961	1905	2056	435	145	38	8	6	3	4	3	8	33	19	47	24	6	1	7	7	28	8744	346	9208	영남
부산광역시	사상구	삼락동	6117	3144	1318	767	501	108	99	48	4	8	3	2	1	9	17	10	9	9	5	0	4	9	35	2966	178	2973	영남
부산광역시	사상구	모라제1동	24650	13826	5494	3846	2237	579	439	140	12	23	8	10	7	34	60	64	69	41	17	3	12	9	95	13199	627	10824	영남
부산광역시	사상구	모라제3동	11763	6697	2844	1626	879	238	356	82	8	4	4	6	6	17	36	20	18	22	11	2	2	5	59	6245	452	5066	영남
부산광역시	사상구	덕포제1동	10707	6059	2352	1670	893	247	292	75	8	9	2	6	3	16	43	19	26	16	14	1	2	7	41	5742	317	4648	영남
부산광역시	사상구	덕포제2동	12004	6762	2607	1945	1081	271	285	96	9	5	4	3	4	25	48	27	28	22	7	0	2	3	39	6511	251	5242	영남
부산광역시	사상구	괘법동	18006	9122	3648	2627	1463	341	259	106	11	12	6	8	6	27	45	31	32	27	14	1	6	4	57	8731	391	8884	영남
부산광역시	사상구	감전동	12852	6599	2897	1675	926	225	257	73	6	8	6	11	2	21	26	21	17	15	7	1	3	4	57	6258	341	6253	영남
부산광역시	사상구	주례제1동	13281	7570	2986	2122	1224	406	214	88	10	8	3	5	0	23	39	33	30	19	7	1	4	7	41	7270	300	5711	영남
부산광역시	사상구	주례제2동	20483	11618	4318	3437	2085	591	288	111	10	14	5	10	10	32	40	57	62	28	12	0	5	5	68	11188	430	8865	영남
부산광역시	사상구	주례제3동	12347	7459	2906	2009	1293	385	253	97	11	6	4	6	3	13	44	20	32	11	3	0	10	6	56	7168	291	4888	영남
부산광역시	사상구	학장동	26409	15519	5983	4622	2568	710	422	188	23	7	6	9	11	43	81	43	78	33	15	0	4	13	78	14937	582	10890	영남
부산광역시	사상구	엄궁동	25075	14629	5520	4391	2502	771	342	161	20	19	6	9	5	30	61	49	56	49	17	2	10	17	95	14132	497	10446	영남
부산광역시	사하구	괴정제1동	16662	9369	4247	2305	1705	478	188	55	9	5	2	5	1	12	37	13	33	18	5	0	5	4	26	9153	216	7293	영남
부산광역시	사하구	괴정제2동	13147	6988	3004	1779	1256	356	168	42	11	8	3	2	1	16	27	34	28	20	5	0	3	4	13	6780	208	6159	영남
부산광역시	사하구	괴정제3동	12004	6366	2877	1579	1062	338	136	32	11	10	1	2	5	14	27	11	30	14	8	0	3	10	18	6188	178	5638	영남
부산광역시	사하구	괴정제4동	11955	6484	2959	1574	1152	298	134	48	10	7	3	4	2	16	29	18	36	14	3	0	7	3	28	6345	139	5471	영남
부산광역시	사하구	당리동	24193	13788	5477	3910	2683	751	247	73	17	13	8	8	5	17	63	48	51	47	7	0	6	3	32	13466	322	10405	영남
부산광역시	사하구	하단제1동	18865	10574	4058	3109	2084	619	181	54	12	7	6	5	4	14	30	26	72	23	9	0	11	5	25	10354	220	8291	영남
부산광역시	사하구	하단제2동	21314	11536	4208	3461	2317	675	245	65	9	7	3	8	3	19	49	45	67	35	10	1	7	4	30	11268	268	9778	영남
부산광역시	사하구	신평제1동	14947	7319	3505	1670	1276	270	162	54	3	7	3	6	4	12	34	13	13	12	2	0	2	2	33	7083	236	7628	영남
부산광역시	사하구	신평제2동	12347	6753	2632	1750	1415	391	193	37	8	5	2	4	1	12	33	24	38	20	8	0	2	3	19	6597	156	5594	영남
부산광역시	사하구	장림제1동	11102	5540	2348	1403	1096	255	96	38	9	7	1	1	1	9	20	18	19	10	2	0	0	3	16	5352	188	5562	영남
부산광역시	사하구	장림제2동	22600	11645	4984	2881	2326	543	250	86	12	13	2	7	7	14	56	28	31	24	9	1	6	12	30	11322	323	10955	영남
부산광역시	사하구	다대제1동	33763	18014	7554	4417	3749	1013	406	107	14	16	4	6	8	20	81	26	67	41	17	3	15	5	49	17618	396	15749	영남
부산광역시	사하구	다대제2동	24637	14060	6160	3386	2718	764	278	74	13	7	7	3	11	25	92	27	45	34	7	2	14	4	42	13713	347	10577	영남
부산광역시	사하구	구평동	5872	3138	1440	679	584	184	98	16	3	3	0	1	1	4	13	4	2	7	1	0	0	0	8	3048	90	2734	영남
부산광역시	사하구	감천제1동	18723	9884	4540	2097	1893	531	230	60	12	12	5	8	5	12	49	21	45	30	12	2	10	5	35	9614	270	8839	영남
부산광역시	사하구	감천제2동	7246	3497	1854	606	517	155	77	14	6	5	1	3	2	5	15	14	11	6	4	1	3	4	19	3322	175	3749	영남
부산광역시	수영구	남천제1동	12270	6483	2589	1375	1582	425	148	27	2	8	5	0	4	7	34	13	69	19	5	0	9	4	15	6340	143	5787	영남
