광역	시군구	읍면동	투표소	선거인수	투표수	기권수	무효표	유효투표수	새누리당	민주통합당	자유선진당	통합진보당	창조한국당	국민생각	가자!대국민중심당	친박연합	국민행복당	기독당	녹색당	대한국당	미래연합	불교연합당	정통민주당	진보신당	청년당	한국기독당	한국문화예술당	한나라당
강원도	동해시	천곡동	천곡동제4투	3014	1706	1308	33	1673	963	459	21	127	2	7	13	10	4	15	3	4	4	2	1	11	1	4	0	22
강원도	동해시	천곡동	천곡동제5투	1934	1007	927	17	990	652	198	18	61	4	0	2	9	2	10	2	1	1	2	0	8	1	5	1	13
강원도	동해시	천곡동	천곡동제6투	2211	1319	892	12	1307	767	329	17	113	3	3	5	6	3	14	3	2	1	1	0	8	5	5	2	20
강원도	동해시	천곡동	천곡동제7투	2624	1251	1373	26	1225	706	338	14	79	0	7	13	9	8	18	1	0	1	2	1	8	0	4	0	16
강원도	동해시	천곡동	천곡동제8투	3318	1847	1471	38	1809	841	611	38	202	3	6	9	18	1	18	2	2	1	1	0	19	2	2	4	29
강원도	동해시	송정동	소계	4133	2212	1921	74	2138	1320	475	33	143	2	13	29	14	8	29	0	8	1	5	1	15	9	4	0	29
강원도	동해시	송정동	송정동제1투	2732	1370	1362	48	1322	826	285	21	82	1	8	16	10	3	23	0	7	0	3	1	11	4	2	0	19
강원도	동해시	송정동	송정동제2투	1401	842	559	26	816	494	190	12	61	1	5	13	4	5	6	0	1	1	2	0	4	5	2	0	10
강원도	동해시	북삼동	소계	14234	7757	6477	151	7606	3925	2291	130	744	17	36	39	56	24	63	18	11	7	23	5	86	14	16	8	93
강원도	동해시	북삼동	북삼동제1투	1601	784	817	20	764	492	140	12	60	2	4	12	8	4	4	3	1	0	3	0	7	2	3	0	7
강원도	동해시	북삼동	북삼동제2투	1362	714	648	33	681	411	157	7	51	1	3	6	12	1	3	4	3	0	2	0	5	1	0	0	14
강원도	동해시	북삼동	북삼동제3투	1936	1015	921	23	992	585	246	21	69	3	6	6	8	6	8	3	1	0	3	0	8	1	4	1	13
강원도	동해시	북삼동	북삼동제4투	2342	1280	1062	22	1258	612	394	25	133	2	6	3	8	1	12	1	0	3	5	1	24	5	5	1	17
강원도	동해시	북삼동	북삼동제5투	3243	1944	1299	28	1916	995	590	41	192	7	6	5	7	6	11	4	1	0	4	2	19	1	4	3	18
강원도	동해시	북삼동	북삼동제6투	3750	2020	1730	25	1995	830	764	24	239	2	11	7	13	6	25	3	5	4	6	2	23	4	0	3	24
강원도	동해시	부곡동	소계	5510	2747	2763	89	2658	1638	655	33	175	4	7	21	14	4	21	4	1	2	6	2	18	3	3	2	45
강원도	동해시	부곡동	부곡동제1투	2200	1087	1113	38	1049	626	273	12	80	3	3	6	5	2	8	0	0	2	4	1	6	2	1	1	14
강원도	동해시	부곡동	부곡동제2투	1674	820	854	23	797	470	215	8	53	0	1	9	5	2	8	1	0	0	1	0	8	0	2	1	13
강원도	동해시	부곡동	부곡동제3투	1636	840	796	28	812	542	167	13	42	1	3	6	4	0	5	3	1	0	1	1	4	1	0	0	18
강원도	동해시	동호동	소계	4193	2078	2115	37	2041	1288	422	26	128	3	9	34	20	5	27	6	10	0	4	2	9	3	7	3	35
강원도	동해시	동호동	동호동제1투	1830	941	889	21	920	597	182	8	55	1	6	17	6	2	9	5	6	0	0	2	3	1	3	1	16
강원도	동해시	동호동	동호동제2투	2363	1137	1226	16	1121	691	240	18	73	2	3	17	14	3	18	1	4	0	4	0	6	2	4	2	19
강원도	동해시	발한동	소계	4220	2168	2052	59	2109	1426	407	25	86	1	11	27	21	2	24	2	5	3	9	1	10	4	5	2	38
강원도	동해시	발한동	발한동제1투	1983	1012	971	29	983	666	184	13	48	0	4	8	7	2	10	2	4	2	5	1	7	4	1	0	15
강원도	동해시	발한동	발한동제2투	2237	1156	1081	30	1126	760	223	12	38	1	7	19	14	0	14	0	1	1	4	0	3	0	4	2	23
강원도	동해시	묵호동	소계	3891	1985	1906	103	1882	1204	327	26	160	6	3	45	23	7	21	4	2	1	4	3	6	5	5	3	27
강원도	동해시	묵호동	묵호동제1투	2954	1482	1472	76	1406	895	261	21	109	4	3	34	16	5	16	3	2	0	1	1	6	3	4	3	19
강원도	동해시	묵호동	묵호동제2투	937	503	434	27	476	309	66	5	51	2	0	11	7	2	5	1	0	1	3	2	0	2	1	0	8
강원도	동해시	북평동	소계	8016	4647	3369	149	4498	2662	1015	76	408	6	21	57	28	22	33	8	8	6	8	4	36	16	11	5	68
강원도	동해시	북평동	북평동제1투	2411	1406	1005	49	1357	918	200	32	83	1	8	26	9	9	13	3	3	3	4	2	9	4	1	2	27
강원도	동해시	북평동	북평동제2투	2392	1353	1039	49	1304	789	285	25	118	2	8	15	10	8	7	0	2	0	3	0	6	1	3	2	20
강원도	동해시	북평동	북평동제3투	3213	1888	1325	51	1837	955	530	19	207	3	5	16	9	5	13	5	3	3	1	2	21	11	7	1	21
강원도	동해시	망상동	소계	3299	1801	1498	75	1726	1125	318	24	105	5	13	26	17	6	11	4	5	3	6	0	15	4	4	5	30
강원도	동해시	망상동	망상동제1투	1317	759	558	28	731	467	140	10	46	3	5	9	7	3	3	3	1	3	0	0	13	3	0	2	13
강원도	동해시	망상동	망상동제2투	1982	1042	940	47	995	658	178	14	59	2	8	17	10	3	8	1	4	0	6	0	2	1	4	3	17
강원도	동해시	삼화동	소계	3188	1782	1406	64	1718	1066	385	29	99	3	6	23	17	11	15	7	5	2	5	5	8	3	2	2	25
강원도	동해시	삼화동	삼화동제1투	1934	1076	858	44	1032	640	235	16	59	1	3	15	6	7	7	5	3	1	3	1	7	2	2	0	19
강원도	동해시	삼화동	삼화동제2투	1254	706	548	20	686	426	150	13	40	2	3	8	11	4	8	2	2	1	2	4	1	1	0	2	6
강원도	동해시	잘못 투입·구분된 투표지	잘못 투입·구분된 투표지	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
강원도	삼척시	계	계	60116	35121	24995	1361	33760	19527	8201	614	2128	90	181	443	241	408	328	189	51	51	79	40	231	109	86	80	683
강원도	삼척시	재외투표	재외투표	60	25	35	0	25	6	10	0	5	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0
강원도	삼척시	국내부재자투표	국내부재자투표	2086	1806	280	44	1762	728	539	52	195	8	13	17	14	8	34	17	6	1	11	2	29	15	0	10	63
강원도	삼척시	도계읍	소계	11260	6111	5149	220	5891	3493	1342	111	380	17	36	83	48	40	59	28	8	7	11	3	33	18	16	13	145
강원도	삼척시	도계읍	도계읍제1투	644	342	302	11	331	193	80	4	19	2	2	5	1	1	6	0	1	0	1	0	4	1	2	2	7
강원도	삼척시	도계읍	도계읍제2투	1200	567	633	19	548	358	118	10	28	0	3	7	4	2	2	3	0	0	0	0	1	0	1	1	10
강원도	삼척시	도계읍	도계읍제3투	1461	916	545	61	855	596	124	11	42	0	4	15	4	6	7	3	3	1	1	3	4	1	2	3	25
강원도	삼척시	도계읍	도계읍제4투	2397	1281	1116	34	1247	845	227	14	55	2	5	16	16	5	19	5	1	3	1	0	5	2	1	0	25
강원도	삼척시	도계읍	도계읍제5투	765	442	323	18	424	267	94	10	17	2	4	6	4	4	2	0	1	0	0	0	5	1	3	0	4
강원도	삼척시	도계읍	도계읍제6투	2863	1604	1259	32	1572	785	441	42	140	5	12	24	11	12	11	10	1	1	7	0	13	7	4	3	43
강원도	삼척시	도계읍	도계읍제7투	152	96	56	7	89	56	9	0	11	0	2	1	2	1	0	4	0	0	0	0	0	1	0	1	1
강원도	삼척시	도계읍	도계읍제8투	1778	863	915	38	825	393	249	20	68	6	4	9	6	9	12	3	1	2	1	0	1	5	3	3	30
강원도	삼척시	원덕읍	소계	4859	2905	1954	149	2756	1750	555	42	95	7	19	42	18	70	30	10	3	7	4	5	7	9	4	6	73
강원도	삼척시	원덕읍	원덕읍제1투	1653	996	657	42	954	656	173	10	29	1	3	18	5	17	4	2	1	3	2	0	2	1	2	1	24
강원도	삼척시	원덕읍	원덕읍제2투	666	401	265	26	375	203	96	5	12	1	6	5	2	19	5	4	0	3	0	0	1	2	0	1	10
강원도	삼척시	원덕읍	원덕읍제3투	1743	1001	742	52	949	588	193	17	41	2	7	13	8	20	14	2	1	1	2	3	3	3	2	3	26
강원도	삼척시	원덕읍	원덕읍제4투	521	331	190	19	312	187	68	10	8	1	3	2	2	11	3	2	1	0	0	2	0	1	0	1	10
강원도	삼척시	원덕읍	원덕읍제5투	276	176	100	10	166	116	25	0	5	2	0	4	1	3	4	0	0	0	0	0	1	2	0	0	3
강원도	삼척시	근덕면	소계	5052	3085	1967	208	2877	1778	595	49	113	9	15	89	23	41	26	19	4	3	4	5	21	6	9	7	61
강원도	삼척시	근덕면	근덕면제1투	671	421	250	27	394	222	74	11	27	4	0	15	3	7	5	5	0	0	0	0	5	1	2	1	12
강원도	삼척시	근덕면	근덕면제2투	2049	1203	846	73	1130	723	239	15	33	1	5	27	7	18	9	5	2	2	1	3	6	2	2	3	27
강원도	삼척시	근덕면	근덕면제3투	879	561	318	53	508	316	97	11	14	3	4	18	6	11	2	3	1	0	1	2	5	2	0	1	11
강원도	삼척시	근덕면	근덕면제4투	849	521	328	29	492	286	105	7	27	0	5	26	5	3	7	6	0	1	1	0	3	1	2	2	5
강원도	삼척시	근덕면	근덕면제5투	604	379	225	26	353	231	80	5	12	1	1	3	2	2	3	0	1	0	1	0	2	0	3	0	6
강원도	삼척시	하장면	소계	1323	870	453	49	821	415	212	13	58	3	3	25	11	13	11	6	6	4	1	3	4	4	2	3	24
강원도	삼척시	하장면	하장면제1투	597	375	222	22	353	206	94	3	11	2	0	8	1	5	2	3	0	1	0	1	2	2	1	2	9
강원도	삼척시	하장면	하장면제2투	316	222	94	7	215	105	52	2	19	1	0	5	5	4	5	1	4	2	0	1	0	1	1	0	7
강원도	삼척시	하장면	하장면제3투	410	273	137	20	253	104	66	8	28	0	3	12	5	4	4	2	2	1	1	1	2	1	0	1	8
강원도	삼척시	노곡면	소계	714	492	222	49	443	239	96	4	28	2	3	10	7	15	3	4	2	2	1	0	3	0	5	4	15
강원도	삼척시	노곡면	노곡면제1투	447	306	141	37	269	145	62	0	13	2	2	9	7	8	1	3	2	1	0	0	0	0	4	3	7
강원도	삼척시	노곡면	노곡면제2투	267	186	81	12	174	94	34	4	15	0	1	1	0	7	2	1	0	1	1	0	3	0	1	1	8
강원도	삼척시	미로면	소계	1809	1212	597	77	1135	663	231	27	42	3	9	39	10	24	11	6	3	5	3	3	12	8	2	4	30
강원도	삼척시	미로면	미로면제1투	1032	699	333	38	661	387	129	15	38	2	5	23	5	9	5	2	2	0	2	2	10	3	2	2	18
강원도	삼척시	미로면	미로면제2투	455	309	146	26	283	163	61	6	2	1	3	11	4	9	4	1	1	3	1	0	2	3	0	2	6
강원도	삼척시	미로면	미로면제3투	322	204	118	13	191	113	41	6	2	0	1	5	1	6	2	3	0	2	0	1	0	2	0	0	6
강원도	삼척시	가곡면	소계	674	484	190	24	460	292	86	3	23	3	1	8	0	13	2	2	1	1	1	1	1	3	3	5	11
강원도	삼척시	가곡면	가곡면제1투	364	248	116	13	235	148	42	1	9	1	0	4	0	11	2	1	0	0	1	1	0	2	3	3	6
강원도	삼척시	가곡면	가곡면제2투	310	236	74	11	225	144	44	2	14	2	1	4	0	2	0	1	1	1	0	0	1	1	0	2	5
강원도	삼척시	신기면	소계	703	427	276	24	403	239	88	14	15	3	1	5	5	8	2	4	1	4	0	2	1	0	1	4	6
강원도	삼척시	신기면	신기면투표소	703	427	276	24	403	239	88	14	15	3	1	5	5	8	2	4	1	4	0	2	1	0	1	4	6
강원도	삼척시	남양동	소계	8043	4744	3299	165	4579	2873	1014	80	216	12	29	35	43	45	34	25	5	7	7	6	29	12	18	6	83
강원도	삼척시	남양동	남양동제1투	1411	799	612	12	787	503	185	16	36	0	5	5	7	4	2	7	0	1	0	2	1	1	2	0	10
강원도	삼척시	남양동	남양동제2투	1537	926	611	25	901	570	197	15	50	3	3	2	8	7	5	4	1	0	3	0	6	0	3	1	23
강원도	삼척시	남양동	남양동제3투	2159	1323	836	29	1294	787	318	25	64	3	6	6	10	7	15	6	1	2	3	0	6	9	7	0	19
강원도	삼척시	남양동	남양동제4투	2025	1174	851	69	1105	702	234	14	53	3	12	10	10	13	10	2	1	1	1	1	12	0	6	1	19
강원도	삼척시	남양동	남양동제5투	911	522	389	30	492	311	80	10	13	3	3	12	8	14	2	6	2	3	0	3	4	2	0	4	12
강원도	삼척시	성내동	소계	7021	3982	3039	123	3859	2359	902	69	243	9	18	35	20	41	21	16	1	4	13	2	22	9	6	7	62
강원도	삼척시	성내동	성내동제1투	2060	1153	907	42	1111	795	164	24	63	2	4	10	2	11	6	6	0	0	2	1	6	2	0	1	12
강원도	삼척시	성내동	성내동제2투	935	583	352	16	567	369	123	11	27	1	1	2	7	7	3	3	0	0	0	0	2	2	1	0	8
강원도	삼척시	성내동	성내동제3투	2462	1437	1025	40	1397	799	375	25	80	5	7	18	5	11	8	5	1	2	6	1	10	2	3	5	29
강원도	삼척시	성내동	성내동제4투	1564	809	755	25	784	396	240	9	73	1	6	5	6	12	4	2	0	2	5	0	4	3	2	1	13
강원도	삼척시	교동	소계	7648	4172	3476	104	4068	2098	1238	78	352	7	15	19	21	30	54	21	4	4	7	6	39	17	10	4	44
강원도	삼척시	교동	교동제1투	2594	1341	1253	34	1307	745	367	22	87	0	5	5	6	16	8	8	0	3	4	0	10	8	1	2	10
강원도	삼척시	교동	교동제2투	1207	638	569	21	617	332	166	13	45	1	3	0	4	8	15	3	0	0	1	1	5	4	6	1	9
강원도	삼척시	교동	교동제3투	3847	2193	1654	49	2144	1021	705	43	220	6	7	14	11	6	31	10	4	1	2	5	24	5	3	1	25
강원도	삼척시	정라동	소계	8864	4806	4058	125	4681	2594	1293	72	363	7	19	35	21	60	41	29	7	2	16	2	30	7	10	7	66
강원도	삼척시	정라동	정라동제1투	2015	1085	930	44	1041	728	147	13	43	4	3	14	7	34	10	3	2	0	2	0	6	2	3	1	19
강원도	삼척시	정라동	정라동제2투	2926	1483	1443	49	1434	820	384	23	114	1	4	7	5	15	14	8	2	0	2	1	3	0	3	4	24
강원도	삼척시	정라동	정라동제3투	2670	1459	1211	15	1444	622	541	22	161	2	7	7	6	5	14	11	3	2	7	0	18	4	1	1	10
강원도	삼척시	정라동	정라동제4투	1253	779	474	17	762	424	221	14	45	0	5	7	3	6	3	7	0	0	5	1	3	1	3	1	13
강원도	삼척시	잘못 투입·구분된 투표지	잘못 투입·구분된 투표지	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
강원도	태백시	계	계	40602	22062	18540	658	21404	12357	6124	660	1241	28	57	28	78	20	152	47	14	10	25	15	162	34	49	22	281
강원도	태백시	재외투표	재외투표	45	21	24	0	21	9	5	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
강원도	태백시	국내부재자투표	국내부재자투표	957	808	149	23	785	289	294	57	85	2	4	1	3	1	9	2	1	1	2	0	10	5	3	2	14
강원도	태백시	황지동	소계	5445	2922	2523	93	2829	1728	733	74	146	2	6	9	9	1	24	7	2	0	2	2	37	3	7	4	33
강원도	태백시	황지동	황지동제1투	2539	1359	1180	54	1305	834	315	37	59	2	3	5	3	1	4	3	0	0	2	1	14	1	1	4	16
강원도	태백시	황지동	황지동제2투	1864	992	872	22	970	573	264	21	51	0	2	1	3	0	16	1	1	0	0	1	17	2	5	0	12
강원도	태백시	황지동	황지동제3투	1042	571	471	17	554	321	154	16	36	0	1	3	3	0	4	3	1	0	0	0	6	0	1	0	5
강원도	태백시	황연동	소계	4665	2424	2241	90	2334	1458	606	64	97	6	8	3	9	2	16	3	2	2	4	1	10	3	4	1	35
강원도	태백시	황연동	황연동제1투	1905	1009	896	28	981	582	282	32	43	2	6	2	3	1	2	2	0	1	2	1	8	0	0	0	12
강원도	태백시	황연동	황연동제2투	1141	619	522	29	590	384	146	11	25	0	2	1	2	0	7	0	1	0	1	0	0	1	1	0	8
강원도	태백시	황연동	황연동제3투	1619	796	823	33	763	492	178	21	29	4	0	0	4	1	7	1	1	1	1	0	2	2	3	1	15
강원도	태백시	삼수동	소계	5785	2871	2914	103	2768	1570	839	80	158	6	5	4	8	4	25	9	0	1	2	0	19	1	9	6	22
강원도	태백시	삼수동	삼수동제1투	3009	1325	1684	57	1268	677	437	38	69	1	2	2	3	3	10	4	0	1	1	0	5	0	6	3	6
강원도	태백시	삼수동	삼수동제2투	2250	1234	1016	41	1193	725	307	32	74	5	2	1	4	1	14	4	0	0	1	0	12	1	2	0	8
강원도	태백시	삼수동	삼수동제3투	526	312	214	5	307	168	95	10	15	0	1	1	1	0	1	1	0	0	0	0	2	0	1	3	8
강원도	태백시	상장동	소계	11282	5891	5391	111	5780	2912	1972	169	460	7	15	2	24	5	39	8	2	3	5	8	60	14	14	4	57
강원도	태백시	상장동	상장동제1투	1747	900	847	29	871	523	234	21	45	3	0	0	7	0	9	3	0	0	1	0	8	4	2	0	11
강원도	태백시	상장동	상장동제2투	3355	1825	1530	27	1798	883	641	49	159	1	8	0	4	0	12	1	1	0	1	2	19	1	1	1	14
강원도	태백시	상장동	상장동제3투	1674	926	748	19	907	420	321	36	68	1	5	1	5	2	12	0	1	1	1	1	12	6	2	2	10
강원도	태백시	상장동	상장동제4투	1405	737	668	18	719	408	219	22	41	1	1	0	2	1	0	0	0	0	0	2	7	3	3	1	8
강원도	태백시	상장동	상장동제5투	3101	1503	1598	18	1485	678	557	41	147	1	1	1	6	2	6	4	0	2	2	3	14	0	6	0	14
강원도	태백시	문곡소도동	소계	3250	1856	1394	55	1801	1099	427	86	96	1	9	3	5	4	12	4	2	1	4	0	10	5	5	0	28
강원도	태백시	문곡소도동	문곡소도동제1투	856	451	405	15	436	276	96	18	20	0	2	2	1	1	1	3	0	0	2	0	2	0	1	0	11
강원도	태백시	문곡소도동	문곡소도동제2투	845	523	322	20	503	296	105	40	34	0	4	0	2	3	6	0	1	1	2	0	1	0	1	0	7
강원도	태백시	문곡소도동	문곡소도동제3투	1549	882	667	20	862	527	226	28	42	1	3	1	2	0	5	1	1	0	0	0	7	5	3	0	10
강원도	태백시	장성동	소계	3412	1929	1483	55	1874	1186	487	52	73	0	1	1	8	1	6	4	1	2	2	1	4	2	2	1	40
강원도	태백시	장성동	장성동제1투	1194	701	493	21	680	455	148	19	27	0	1	0	3	0	1	2	1	1	2	0	4	1	0	1	14
강원도	태백시	장성동	장성동제2투	1045	578	467	18	560	311	187	18	23	0	0	1	4	0	0	2	0	0	0	1	0	1	1	0	11
강원도	태백시	장성동	장성동제3투	1173	650	523	16	634	420	152	15	23	0	0	0	1	1	5	0	0	1	0	0	0	0	1	0	15
강원도	태백시	구문소동	소계	2997	1792	1205	63	1729	1124	409	43	59	1	5	2	8	1	14	7	4	0	3	2	9	0	3	2	33
강원도	태백시	구문소동	구문소동제1투	1954	1177	777	44	1133	708	291	33	44	0	4	0	5	1	12	0	4	0	2	1	7	0	2	2	17
강원도	태백시	구문소동	구문소동제2투	1043	615	428	19	596	416	118	10	15	1	1	2	3	0	2	7	0	0	1	1	2	0	1	0	16
강원도	태백시	철암동	소계	2764	1548	1216	65	1483	982	352	34	61	3	4	3	4	1	7	3	0	0	1	1	3	1	2	2	19
강원도	태백시	철암동	철암동제1투	1521	858	663	38	820	534	199	14	40	1	2	3	1	1	5	2	0	0	1	1	1	1	1	1	12
강원도	태백시	철암동	철암동제2투	1243	690	553	27	663	448	153	20	21	2	2	0	3	0	2	1	0	0	0	0	2	0	1	1	7
강원도	태백시	잘못 투입·구분된 투표지	잘못 투입·구분된 투표지	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
강원도	정선군	계	계	33844	20439	13405	1011	19428	9193	7817	348	932	41	60	23	69	40	164	45	18	24	32	29	100	30	59	59	345
강원도	정선군	재외투표	재외투표	41	17	24	0	17	7	7	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
강원도	정선군	국내부재자투표	국내부재자투표	872	774	98	23	751	240	368	21	78	3	3	1	3	1	9	2	0	0	0	1	5	3	0	0	13
강원도	정선군	정선읍	소계	8783	5509	3274	204	5305	2182	2387	95	311	11	20	10	22	15	38	2	1	3	13	10	35	7	23	23	97
강원도	정선군	정선읍	정선읍제1투	2378	1507	871	42	1465	661	599	21	81	4	6	3	10	4	19	0	0	1	6	2	12	2	7	5	22
강원도	정선군	정선읍	정선읍제2투	1882	1143	739	27	1116	471	497	22	57	1	2	1	2	4	7	0	0	1	4	3	9	1	5	5	24
강원도	정선군	정선읍	정선읍제3투	1971	1279	692	50	1229	401	664	25	91	1	3	2	2	3	3	0	0	0	1	0	7	3	5	2	16
강원도	정선군	정선읍	정선읍제4투	1203	733	470	37	696	278	326	11	31	2	4	1	5	3	5	1	0	0	1	2	5	0	2	3	16
강원도	정선군	정선읍	정선읍제5투	743	457	286	31	426	210	158	13	21	1	3	1	1	1	3	0	0	0	1	1	1	0	1	2	8
강원도	정선군	정선읍	정선읍제6투	283	175	108	5	170	81	62	1	8	2	0	1	1	0	1	1	0	1	0	0	1	1	2	1	6
강원도	정선군	정선읍	정선읍제7투	323	215	108	12	203	80	81	2	22	0	2	1	1	0	0	0	1	0	0	2	0	0	1	5	5
강원도	정선군	고한읍	소계	4637	2163	2474	84	2079	1046	794	33	102	6	2	2	8	3	19	6	0	3	0	4	13	4	3	2	29
강원도	정선군	고한읍	고한읍제1투	1942	731	1211	28	703	337	286	13	31	0	1	2	3	0	6	4	0	2	0	0	4	3	2	0	9
강원도	정선군	고한읍	고한읍제2투	1836	963	873	42	921	478	344	11	48	1	1	0	3	1	8	2	0	1	0	3	8	1	0	0	11
강원도	정선군	고한읍	고한읍제3투	859	469	390	14	455	231	164	9	23	5	0	0	2	2	5	0	0	0	0	1	1	0	1	2	9
강원도	정선군	사북읍	소계	4402	2402	2000	99	2303	1297	762	43	102	3	6	0	6	1	12	11	1	1	2	1	10	2	6	2	35
강원도	정선군	사북읍	사북읍제1투	2782	1476	1306	63	1413	779	481	23	69	3	4	0	4	1	7	3	1	1	1	1	5	1	5	1	23
강원도	정선군	사북읍	사북읍제2투	1620	926	694	36	890	518	281	20	33	0	2	0	2	0	5	8	0	0	1	0	5	1	1	1	12
강원도	정선군	신동읍	소계	3388	2141	1247	125	2016	1081	745	36	59	2	7	0	4	1	14	3	6	3	3	3	8	1	4	6	30
강원도	정선군	신동읍	신동읍제1투	1176	747	429	46	701	380	265	10	9	1	4	0	1	0	3	2	3	1	2	0	3	0	1	3	13
강원도	정선군	신동읍	신동읍제2투	1309	781	528	25	756	414	284	11	19	0	1	0	1	1	8	0	2	1	1	0	2	0	1	0	10
강원도	정선군	신동읍	신동읍제3투	462	321	141	29	292	171	85	7	11	1	1	0	2	0	1	1	1	0	0	1	1	1	0	2	6
강원도	정선군	신동읍	신동읍제4투	441	292	149	25	267	116	111	8	20	0	1	0	0	0	2	0	0	1	0	2	2	0	2	1	1
강원도	정선군	화암면	소계	1452	949	503	74	875	376	369	13	53	2	3	1	3	3	15	3	0	2	0	2	1	1	2	5	21
강원도	정선군	화암면	화암면제1투	1190	803	387	59	744	316	313	10	51	1	2	1	2	2	14	2	0	2	0	2	1	1	2	5	17
강원도	정선군	화암면	화암면제2투	262	146	116	15	131	60	56	3	2	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	4
강원도	정선군	남면	소계	2858	1708	1150	82	1626	776	676	20	47	3	7	2	5	7	6	4	4	2	3	2	10	5	5	7	35
강원도	정선군	남면	남면제1투	698	428	270	21	407	158	209	3	8	1	1	0	3	5	0	0	4	1	1	0	1	3	1	2	6
강원도	정선군	남면	남면제2투	1754	1003	751	50	953	521	345	11	30	1	3	2	2	1	1	3	0	0	1	2	7	2	2	1	18
강원도	정선군	남면	남면제3투	406	277	129	11	266	97	122	6	9	1	3	0	0	1	5	1	0	1	1	0	2	0	2	4	11
강원도	정선군	여량면	소계	1911	1251	660	108	1143	602	409	27	39	3	2	0	3	0	12	3	2	4	4	1	2	0	2	3	25
강원도	정선군	여량면	여량면제1투	1626	1068	558	94	974	501	355	25	36	3	2	0	0	0	11	3	1	3	4	1	2	0	2	3	22
강원도	정선군	여량면	여량면제2투	285	183	102	14	169	101	54	2	3	0	0	0	3	0	1	0	1	1	0	0	0	0	0	0	3
강원도	정선군	북평면	소계	2281	1445	836	92	1353	634	538	25	70	2	4	5	7	5	10	7	0	3	5	1	10	2	5	3	17
강원도	정선군	북평면	북평면제1투	1646	1053	593	68	985	462	391	20	57	0	1	5	5	4	8	5	0	1	3	1	2	1	5	2	12
강원도	정선군	북평면	북평면제2투	635	392	243	24	368	172	147	5	13	2	3	0	2	1	2	2	0	2	2	0	8	1	0	1	5
강원도	정선군	임계면	소계	3219	2080	1139	120	1960	952	762	34	70	6	6	2	8	4	28	4	4	3	2	4	6	5	9	8	43
강원도	정선군	임계면	임계면제1투	1315	852	463	58	794	410	295	13	35	3	0	0	0	1	9	0	0	1	0	1	3	1	2	1	19
강원도	정선군	임계면	임계면제2투	369	229	140	10	219	109	84	6	5	1	1	1	0	0	3	0	0	0	0	1	0	2	1	1	4
강원도	정선군	임계면	임계면제3투	825	527	298	22	505	231	212	7	20	1	4	0	2	3	7	2	0	1	1	2	1	1	3	1	6
강원도	정선군	임계면	임계면제4투	370	249	121	12	237	121	81	4	4	1	1	0	3	0	2	1	2	1	1	0	0	1	2	2	10
강원도	정선군	임계면	임계면제5투	340	223	117	18	205	81	90	4	6	0	0	1	3	0	7	1	2	0	0	0	2	0	1	3	4
강원도	정선군	잘못 투입·구분된 투표지	잘못 투입·구분된 투표지	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
강원도	속초시	계	계	65947	34868	31079	923	33945	17819	10979	574	2339	72	202	280	102	43	310	106	100	42	103	34	296	68	64	31	381
강원도	속초시	재외투표	재외투표	84	33	51	0	33	14	12	0	3	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0
강원도	속초시	국내부재자투표	국내부재자투표	1784	1499	285	72	1427	547	554	36	139	2	9	9	4	7	15	10	8	4	11	0	15	9	6	8	34
강원도	속초시	영랑동	소계	4548	2450	2098	87	2363	1324	715	41	129	7	12	21	8	1	25	5	12	3	6	4	17	4	3	2	24
강원도	속초시	영랑동	영랑동제1투	1494	819	675	36	783	446	252	8	28	3	7	10	1	1	9	2	2	0	0	1	4	1	0	0	8
강원도	속초시	영랑동	영랑동제2투	3054	1631	1423	51	1580	878	463	33	101	4	5	11	7	0	16	3	10	3	6	3	13	3	3	2	16
강원도	속초시	동명동	소계	3376	1775	1601	62	1713	1016	491	18	80	6	10	13	4	1	11	6	8	4	7	1	8	4	1	2	22
강원도	속초시	동명동	동명동제1투	1994	1042	952	45	997	575	299	11	48	3	4	12	4	0	6	2	5	4	4	0	6	2	0	1	11
강원도	속초시	동명동	동명동제2투	1382	733	649	17	716	441	192	7	32	3	6	1	0	1	5	4	3	0	3	1	2	2	1	1	11
강원도	속초시	금호동	소계	6095	3233	2862	72	3161	1822	921	42	174	8	17	31	9	5	26	19	9	1	12	4	20	3	5	4	29
강원도	속초시	금호동	금호동제1투	1760	898	862	23	875	569	200	13	32	4	5	16	1	2	7	2	1	0	5	1	3	1	2	1	10
강원도	속초시	금호동	금호동제2투	1048	534	514	16	518	313	134	6	20	1	7	5	3	0	7	1	1	1	1	1	7	0	2	2	6
강원도	속초시	금호동	금호동제3투	1518	782	736	16	766	425	241	8	42	1	4	5	2	1	9	5	2	0	6	2	4	2	0	1	6
