광역	시군구	읍면동	종류	선거인수	투표수	기권수	무효표	유효투표수	공화당	새누리당	새정치민주연합	통합진보당	정의당	국제녹색당	노동당	녹색당	새정치당	한나라당
울산광역시	북구	효문동	계	21427	11464	9963	174	11290	0	5385	2278	2528	460	0	639	0	0	0
울산광역시	북구	송정동	계	14547	8638	5909	112	8526	0	3924	1822	1743	580	0	457	0	0	0
울산광역시	북구	양정동	계	9696	5513	4183	76	5437	0	2139	1345	1255	274	0	424	0	0	0
울산광역시	북구	염포동	계	10003	5497	4506	82	5415	0	2459	1101	1265	207	0	383	0	0	0
울산광역시	울주군	관외사전투표		7861	7857	4	144	7713	0	4045	2238	723	409	0	298	0	0	0
울산광역시	울주군	거소우편투표		518	425	93	45	380	0	244	65	25	15	0	31	0	0	0
울산광역시	울주군	온산읍	계	19111	8293	10818	181	8112	0	5078	1763	593	282	0	396	0	0	0
울산광역시	울주군	언양읍	계	20386	11144	9242	272	10872	0	6963	2318	736	388	0	467	0	0	0
울산광역시	울주군	온양읍	계	18377	9275	9102	180	9095	0	5526	2011	689	479	0	390	0	0	0
울산광역시	울주군	범서읍	계	46778	27131	19647	480	26651	0	13199	8224	2916	1160	0	1152	0	0	0
울산광역시	울주군	서생면	계	7110	3701	3409	156	3545	0	2653	535	147	119	0	91	0	0	0
울산광역시	울주군	청량면	계	10618	5585	5033	150	5435	0	3447	1233	369	184	0	202	0	0	0
울산광역시	울주군	웅촌면	계	6926	3623	3303	104	3519	0	2423	660	204	116	0	116	0	0	0
울산광역시	울주군	두동면	계	3376	1956	1420	157	1799	0	1288	266	84	90	0	71	0	0	0
울산광역시	울주군	두서면	계	2866	1853	1013	127	1726	0	1247	226	78	102	0	73	0	0	0
울산광역시	울주군	상북면	계	7007	3674	3333	153	3521	0	2470	607	170	128	0	146	0	0	0
울산광역시	울주군	삼남면	계	12522	6492	6030	177	6315	0	4442	1174	328	164	0	207	0	0	0
울산광역시	울주군	삼동면	계	1558	1025	533	32	993	0	715	161	44	34	0	39	0	0	0
세종특별자치시	세종특별자치시	관외사전투표		6883	6869	14	100	6769	0	2622	4147	0	0	0	0	0	0	0
세종특별자치시	세종특별자치시	거소우편투표		353	328	25	62	266	0	152	114	0	0	0	0	0	0	0
세종특별자치시	세종특별자치시	조치원읍	계	34797	20019	14778	541	19478	0	8995	10483	0	0	0	0	0	0	0
세종특별자치시	세종특별자치시	연기면	계	2283	1413	870	76	1337	0	745	592	0	0	0	0	0	0	0
세종특별자치시	세종특별자치시	연동면	계	3227	1996	1231	86	1910	0	1152	758	0	0	0	0	0	0	0
세종특별자치시	세종특별자치시	부강면	계	5370	3489	1881	120	3369	0	2026	1343	0	0	0	0	0	0	0
세종특별자치시	세종특별자치시	금남면	계	8273	4780	3493	160	4620	0	2563	2057	0	0	0	0	0	0	0
세종특별자치시	세종특별자치시	장군면	계	4369	2488	1881	90	2398	0	1446	952	0	0	0	0	0	0	0
세종특별자치시	세종특별자치시	연서면	계	6230	3807	2423	162	3645	0	2003	1642	0	0	0	0	0	0	0
세종특별자치시	세종특별자치시	전의면	계	5537	3108	2429	140	2968	0	1927	1041	0	0	0	0	0	0	0
세종특별자치시	세종특별자치시	전동면	계	3529	1957	1572	83	1874	0	1178	696	0	0	0	0	0	0	0
세종특별자치시	세종특별자치시	소정면	계	2322	1219	1103	58	1161	0	770	391	0	0	0	0	0	0	0
세종특별자치시	세종특별자치시	한솔동	계	12373	8305	4068	105	8200	0	2277	5923	0	0	0	0	0	0	0
세종특별자치시	세종특별자치시	도담동	계	6013	3826	2187	70	3756	0	1279	2477	0	0	0	0	0	0	0
경기도	수원시장안구	관외사전투표		11019	11013	6	194	10819	0	4443	5249	462	393	0	118	95	59	0
경기도	수원시장안구	거소우편투표		493	460	33	17	443	0	253	138	13	16	0	12	8	3	0
경기도	수원시장안구	파장동	계	19549	9957	9592	213	9744	0	4672	4327	323	311	0	36	39	36	0
경기도	수원시장안구	율천동	계	33517	19459	14058	362	19097	0	7256	9787	772	888	0	219	115	60	0
경기도	수원시장안구	정자1동	계	25428	14250	11178	199	14051	0	6097	6651	540	526	0	126	64	47	0
경기도	수원시장안구	정자2동	계	24741	13543	11198	620	12923	0	5973	5813	494	438	0	101	59	45	0
경기도	수원시장안구	정자3동	계	31286	19799	11487	397	19402	0	7419	9939	839	882	0	181	93	49	0
경기도	수원시장안구	영화동	계	18714	8454	10260	245	8209	0	4515	3124	218	259	0	31	36	26	0
경기도	수원시장안구	송죽동	계	15081	7555	7526	196	7359	0	3432	3344	224	261	0	36	37	25	0
경기도	수원시장안구	조원1동	계	24763	12863	11900	379	12484	0	6321	5170	357	462	0	56	64	54	0
경기도	수원시장안구	조원2동	계	15132	9945	5187	170	9775	0	4673	4245	319	397	0	45	54	42	0
경기도	수원시장안구	연무동	계	16941	8376	8565	316	8060	0	4676	2841	191	244	0	45	33	30	0
경기도	수원시권선구	관외사전투표		10164	10149	15	167	9982	0	4326	4660	451	311	0	90	90	54	0
경기도	수원시권선구	거소우편투표		479	451	28	33	418	0	232	132	20	10	0	6	12	6	0
경기도	수원시권선구	세류1동	계	3556	1542	2014	43	1499	0	895	523	44	23	0	6	3	5	0
경기도	수원시권선구	세류2동	계	22360	9318	13042	243	9075	0	4849	3637	246	216	0	50	36	41	0
경기도	수원시권선구	세류3동	계	19919	8442	11477	190	8252	0	4445	3300	221	176	0	37	40	33	0
경기도	수원시권선구	평동	계	27579	13836	13743	256	13580	0	6743	5749	563	343	0	66	64	52	0
경기도	수원시권선구	구운동	계	22034	11207	10827	170	11037	0	5308	4901	338	349	0	53	54	34	0
경기도	수원시권선구	금호동	계	37849	20693	17156	341	20352	0	8744	9378	1277	702	0	72	124	55	0
경기도	수원시권선구	권선1동	계	20000	9385	10615	223	9162	0	4480	4084	246	255	0	37	36	24	0
경기도	수원시권선구	권선2동	계	30417	17885	12532	308	17577	0	8170	8109	570	567	0	65	58	38	0
경기도	수원시권선구	곡선동	계	23984	10817	13167	214	10603	0	4170	5467	381	436	0	63	46	40	0
경기도	수원시권선구	입북동	계	12563	7352	5211	135	7217	0	2869	3710	289	257	0	37	29	26	0
경기도	수원시팔달구	관외사전투표		9066	9064	2	155	8909	0	3869	4167	367	316	0	73	79	38	0
경기도	수원시팔달구	거소우편투표		294	283	11	12	271	0	153	99	10	5	0	3	0	1	0
경기도	수원시팔달구	행궁동	계	10443	5025	5418	171	4854	0	2941	1607	108	122	0	31	24	21	0
경기도	수원시팔달구	매교동	계	9465	4208	5257	102	4106	0	2478	1375	117	79	0	20	16	21	0
경기도	수원시팔달구	매산동	계	10336	4957	5379	107	4850	0	2528	1941	173	146	0	29	21	12	0
경기도	수원시팔달구	고등동	계	10086	4369	5717	106	4263	0	2367	1604	143	87	0	23	23	16	0
경기도	수원시팔달구	화서1동	계	20451	10416	10035	192	10224	0	4995	4354	423	332	0	49	46	25	0
경기도	수원시팔달구	화서2동	계	21347	13309	8038	230	13079	0	5598	6138	577	591	0	71	66	38	0
경기도	수원시팔달구	지동	계	12762	6013	6749	159	5854	0	3449	2044	134	130	0	44	23	30	0
경기도	수원시팔달구	우만1동	계	18799	9014	9785	263	8751	0	4437	3657	260	233	0	76	48	40	0
경기도	수원시팔달구	우만2동	계	13981	8279	5702	127	8152	0	3645	3757	259	355	0	54	59	23	0
경기도	수원시팔달구	인계동	계	33731	15626	18105	246	15380	0	7676	6524	437	526	0	101	73	43	0
경기도	수원시팔달구	서둔동	계	32780	15060	17720	342	14718	0	7008	6504	565	438	0	70	65	68	0
경기도	수원시영통구	관외사전투표		11983	11978	5	198	11780	0	4562	6029	481	475	0	83	103	47	0
경기도	수원시영통구	거소우편투표		300	288	12	6	282	0	152	97	11	9	0	8	3	2	0
경기도	수원시영통구	매탄1동	계	16025	9250	6775	236	9014	0	4089	4187	280	370	0	34	32	22	0
경기도	수원시영통구	매탄2동	계	13118	6652	6466	162	6490	0	3095	2878	216	235	0	23	25	18	0
경기도	수원시영통구	매탄3동	계	28013	15987	12026	280	15707	0	6438	7645	634	796	0	71	77	46	0
경기도	수원시영통구	매탄4동	계	18658	9470	9188	198	9272	0	4070	4355	372	365	0	48	37	25	0
경기도	수원시영통구	원천동	계	15941	7836	8105	142	7694	0	3029	3958	243	367	0	35	42	20	0
경기도	수원시영통구	광교동	계	37985	22817	15168	297	22520	0	8317	11895	879	1221	0	59	103	46	0
경기도	수원시영통구	영통1동	계	30288	17905	12383	252	17653	0	6526	9239	711	963	0	76	109	29	0
경기도	수원시영통구	영통2동	계	33077	20358	12719	321	20037	0	7439	10589	767	1005	0	84	107	46	0
경기도	수원시영통구	태장동	계	35388	19756	15632	271	19485	0	8171	9703	687	744	0	57	64	59	0
경기도	성남시수정구	관외사전투표		10082	10078	4	156	9922	0	3877	5092	416	327	0	70	80	60	0
경기도	성남시수정구	거소우편투표		336	326	10	12	314	0	151	121	16	14	0	3	5	4	0
경기도	성남시수정구	신흥1동	계	12631	5163	7468	157	5006	0	2213	2390	191	130	0	27	24	31	0
경기도	성남시수정구	신흥2동	계	22428	11325	11103	169	11156	0	4867	5488	326	347	0	42	43	43	0
경기도	성남시수정구	신흥3동	계	9678	4146	5532	79	4067	0	1938	1867	104	112	0	12	14	20	0
경기도	성남시수정구	태평1동	계	15303	7224	8079	104	7120	0	3118	3491	209	220	0	31	28	23	0
경기도	성남시수정구	태평2동	계	14845	6698	8147	113	6585	0	2901	3257	192	132	0	36	33	34	0
경기도	성남시수정구	태평3동	계	12832	6053	6779	105	5948	0	2631	2894	187	156	0	31	26	23	0
경기도	성남시수정구	태평4동	계	12382	6018	6364	163	5855	0	2477	2916	216	152	0	39	14	41	0
경기도	성남시수정구	수진1동	계	12965	5556	7409	163	5393	0	2479	2541	168	110	0	35	25	35	0
경기도	성남시수정구	수진2동	계	15531	7954	7577	192	7762	0	3545	3674	216	228	0	39	28	32	0
경기도	성남시수정구	단대동	계	13437	7006	6431	91	6915	0	3195	3272	179	183	0	34	29	23	0
경기도	성남시수정구	산성동	계	12313	6074	6239	135	5939	0	2507	2921	246	168	0	46	20	31	0
경기도	성남시수정구	양지동	계	8585	4497	4088	100	4397	0	1865	2168	156	149	0	21	17	21	0
경기도	성남시수정구	복정동	계	10437	5151	5286	85	5066	0	1543	2933	190	340	0	16	26	18	0
경기도	성남시수정구	신촌동	계	3101	1597	1504	17	1580	0	932	560	34	42	0	2	3	7	0
경기도	성남시수정구	고등동	계	2343	1315	1028	25	1290	0	828	392	28	29	0	5	4	4	0
경기도	성남시수정구	시흥동	계	2565	1428	1137	23	1405	0	908	399	31	44	0	5	8	10	0
경기도	성남시중원구	관외사전투표		10843	10823	20	208	10615	0	4136	5419	463	357	0	86	94	60	0
경기도	성남시중원구	거소우편투표		399	354	45	21	333	0	166	115	13	14	0	8	10	7	0
경기도	성남시중원구	성남동	계	25822	12366	13456	451	11915	0	5380	5747	343	312	0	52	48	33	0
경기도	성남시중원구	중앙동	계	17523	7966	9557	364	7602	0	3602	3415	283	184	0	39	40	39	0
경기도	성남시중원구	금광1동	계	18143	8359	9784	309	8050	0	3695	3716	351	176	0	44	24	44	0
경기도	성남시중원구	금광2동	계	22933	10705	12228	361	10344	0	4502	4990	405	291	0	75	34	47	0
경기도	성남시중원구	은행1동	계	9629	4876	4753	101	4775	0	2037	2354	199	117	0	23	23	22	0
경기도	성남시중원구	은행2동	계	21984	10888	11096	438	10450	0	4521	5064	418	301	0	52	49	45	0
경기도	성남시중원구	상대원1동	계	23160	11260	11900	422	10838	0	4765	5295	357	276	0	56	41	48	0
경기도	성남시중원구	상대원2동	계	13803	6309	7494	228	6081	0	2892	2750	212	135	0	39	20	33	0
경기도	성남시중원구	상대원3동	계	12087	5150	6937	132	5018	0	2296	2344	166	137	0	40	16	19	0
경기도	성남시중원구	하대원동	계	17723	10119	7604	265	9854	0	4602	4605	284	248	0	47	32	36	0
경기도	성남시중원구	도촌동	계	17634	10201	7433	253	9948	0	4156	4923	384	370	0	42	49	24	0
경기도	성남시분당구	관외사전투표		20438	20433	5	293	20140	0	9167	9089	574	820	0	96	309	85	0
경기도	성남시분당구	거소우편투표		568	542	26	35	507	0	304	137	21	18	0	8	13	6	0
경기도	성남시분당구	분당동	계	21332	12347	8985	259	12088	0	5824	5021	333	618	0	44	205	43	0
경기도	성남시분당구	수내1동	계	13725	8119	5606	137	7982	0	4251	2969	157	423	0	23	134	25	0
경기도	성남시분당구	수내2동	계	7784	4979	2805	79	4900	0	2760	1722	82	203	0	11	112	10	0
경기도	성남시분당구	수내3동	계	11091	6567	4524	105	6462	0	3075	2793	154	304	0	13	110	13	0
경기도	성남시분당구	정자1동	계	36918	20545	16373	275	20270	0	11444	7193	411	850	0	49	284	39	0
경기도	성남시분당구	정자2동	계	13874	8328	5546	149	8179	0	3601	3728	225	389	0	38	159	39	0
경기도	성남시분당구	정자3동	계	12629	7474	5155	189	7285	0	3444	3153	193	324	0	26	129	16	0
경기도	성남시분당구	서현1동	계	24378	14326	10052	182	14144	0	7541	5317	292	703	0	31	225	35	0
경기도	성남시분당구	서현2동	계	15048	9225	5823	154	9071	0	4392	3795	213	456	0	26	165	24	0
경기도	성남시분당구	이매1동	계	20358	12936	7422	167	12769	0	6674	5005	250	575	0	34	195	36	0
경기도	성남시분당구	이매2동	계	11193	7106	4087	116	6990	0	4001	2485	125	268	0	15	78	18	0
경기도	성남시분당구	야탑1동	계	14531	8723	5808	107	8616	0	4278	3678	179	295	0	29	114	43	0
경기도	성남시분당구	야탑2동	계	13989	8875	5114	127	8748	0	4869	3237	170	304	0	17	123	28	0
경기도	성남시분당구	야탑3동	계	24885	14387	10498	247	14140	0	5976	6863	353	634	0	65	204	45	0
경기도	성남시분당구	금곡동	계	23487	13896	9591	276	13620	0	7034	5429	328	571	0	32	171	55	0
경기도	성남시분당구	구미동	계	25697	15439	10258	515	14924	0	7257	6238	430	692	0	60	209	38	0
경기도	성남시분당구	구미1동	계	14383	8342	6041	105	8237	0	3807	3663	223	358	0	13	144	29	0
경기도	성남시분당구	판교동	계	15840	10071	5769	100	9971	0	4504	4307	225	736	0	31	152	16	0
경기도	성남시분당구	삼평동	계	18205	11017	7188	182	10835	0	4570	5258	259	537	0	23	171	17	0
경기도	성남시분당구	백현동	계	14359	8913	5446	128	8785	0	3602	4171	228	613	0	22	111	38	0
경기도	성남시분당구	운중동	계	15222	9081	6141	136	8945	0	4266	3715	199	610	0	22	117	16	0
경기도	의정부시	관외사전투표		13699	13692	7	258	13434	0	5784	6405	404	504	0	105	135	97	0
경기도	의정부시	거소우편투표		668	644	24	21	623	0	340	217	22	22	0	9	7	6	0
경기도	의정부시	의정부1동	계	16914	6651	10263	168	6483	0	3679	2436	136	131	0	30	43	28	0
경기도	의정부시	의정부2동	계	22644	9048	13596	274	8774	0	4353	3783	199	277	0	57	53	52	0
경기도	의정부시	의정부3동	계	11934	4898	7036	132	4766	0	2528	1899	112	143	0	39	25	20	0
경기도	의정부시	호원1동	계	26594	14437	12157	378	14059	0	6922	6163	344	470	0	61	54	45	0
경기도	의정부시	호원2동	계	29222	16433	12789	357	16076	0	7635	7322	433	503	0	58	73	52	0
경기도	의정부시	장암동	계	16869	9189	7680	351	8838	0	4269	3793	271	385	0	42	41	37	0
경기도	의정부시	신곡1동	계	34850	17223	17627	363	16860	0	8183	7447	391	600	0	117	75	47	0
경기도	의정부시	신곡2동	계	35611	18143	17468	452	17691	0	8687	7641	490	654	0	79	74	66	0
경기도	의정부시	송산1동	계	26601	11641	14960	226	11415	0	5771	4877	273	326	0	51	64	53	0
경기도	의정부시	송산2동	계	31986	14695	17291	223	14472	0	6531	6811	448	477	0	93	60	52	0
경기도	의정부시	자금동	계	23212	10539	12673	208	10331	0	5229	4335	256	343	0	82	44	42	0
경기도	의정부시	가능1동	계	20541	8767	11774	217	8550	0	4673	3301	214	242	0	36	49	35	0
경기도	의정부시	가능2동	계	7844	3171	4673	89	3082	0	1665	1206	66	77	0	24	27	17	0
경기도	의정부시	가능3동	계	8972	3979	4993	118	3861	0	2116	1493	96	86	0	24	27	19	0
경기도	의정부시	녹양동	계	17547	8222	9325	141	8081	0	4077	3398	205	273	0	50	54	24	0
경기도	안양시만안구	관외사전투표		8768	8765	3	121	8644	0	3692	4211	263	305	0	81	53	39	0
경기도	안양시만안구	거소우편투표		395	373	22	13	360	0	188	128	17	9	0	6	5	7	0
경기도	안양시만안구	안양1동	계	14412	8650	5762	118	8532	0	3988	3853	237	348	0	35	44	27	0
경기도	안양시만안구	안양2동	계	19245	9338	9907	334	9004	0	4632	3793	230	263	0	32	35	19	0
경기도	안양시만안구	안양3동	계	14814	7333	7481	157	7176	0	3523	3174	199	182	0	30	36	32	0
경기도	안양시만안구	안양4동	계	5930	3204	2726	78	3126	0	1673	1229	80	110	0	9	11	14	0
경기도	안양시만안구	안양5동	계	11892	5783	6109	87	5696	0	3066	2271	127	151	0	22	28	31	0
경기도	안양시만안구	안양6동	계	17085	8234	8851	291	7943	0	4055	3357	191	236	0	37	36	31	0
경기도	안양시만안구	안양7동	계	3384	1597	1787	64	1533	0	714	693	47	55	0	13	7	4	0
경기도	안양시만안구	안양8동	계	9947	4897	5050	276	4621	0	2233	2062	114	150	0	24	25	13	0
경기도	안양시만안구	안양9동	계	14334	7557	6777	151	7406	0	3766	3097	205	239	0	32	22	45	0
경기도	안양시만안구	석수1동	계	15922	9578	6344	264	9314	0	4154	4394	251	389	0	38	61	27	0
경기도	안양시만안구	석수2동	계	26892	15198	11694	478	14720	0	6696	6833	410	591	0	80	63	47	0
경기도	안양시만안구	석수3동	계	11975	6052	5923	296	5756	0	2533	2710	187	216	0	39	45	26	0
경기도	안양시만안구	박달1동	계	14041	6864	7177	252	6612	0	3235	2883	230	172	0	33	29	30	0
경기도	안양시만안구	박달2동	계	16963	9890	7073	272	9618	0	4522	4289	338	331	0	39	62	37	0
경기도	안양시동안구	관외사전투표		12762	12761	1	216	12545	0	5124	6193	417	523	0	101	126	61	0
경기도	안양시동안구	거소우편투표		442	430	12	17	413	0	230	150	12	9	0	4	4	4	0
경기도	안양시동안구	비산1동	계	20129	12524	7605	317	12207	0	5784	5551	305	417	0	51	67	32	0
경기도	안양시동안구	비산2동	계	11020	6786	4234	220	6566	0	3103	2963	158	271	0	24	32	15	0
경기도	안양시동안구	비산3동	계	19812	10815	8997	442	10373	0	5008	4552	284	369	0	45	78	37	0
경기도	안양시동안구	부흥동	계	14068	8727	5341	186	8541	0	3594	4115	279	447	0	38	47	21	0
경기도	안양시동안구	달안동	계	9925	5543	4382	166	5377	0	1937	2852	204	304	0	31	30	19	0
경기도	안양시동안구	관양1동	계	31006	16757	14249	473	16284	0	7358	7595	455	654	0	83	77	62	0
경기도	안양시동안구	관양2동	계	12863	6432	6431	330	6102	0	2694	2871	176	267	0	28	48	18	0
경기도	안양시동안구	부림동	계	19509	11292	8217	375	10917	0	3956	5676	425	713	0	57	66	24	0
경기도	안양시동안구	평촌동	계	12071	7529	4542	129	7400	0	3061	3538	211	505	0	25	43	17	0
경기도	안양시동안구	평안동	계	17920	11554	6366	146	11408	0	4385	5787	348	752	0	52	60	24	0
경기도	안양시동안구	귀인동	계	12346	7879	4467	98	7781	0	3691	3322	235	435	0	21	56	21	0
경기도	안양시동안구	호계1동	계	13880	6850	7030	284	6566	0	3192	2886	157	223	0	41	35	32	0
경기도	안양시동안구	호계2동	계	21374	12231	9143	327	11904	0	5483	5487	329	457	0	62	60	26	0
경기도	안양시동안구	호계3동	계	19223	10309	8914	304	10005	0	4711	4548	285	352	0	33	47	29	0
경기도	안양시동안구	범계동	계	12081	7711	4370	104	7607	0	3655	3203	183	485	0	21	42	18	0
경기도	안양시동안구	신촌동	계	10693	6641	4052	155	6486	0	2909	2975	209	312	0	15	49	17	0
경기도	안양시동안구	갈산동	계	9222	5586	3636	122	5464	0	2863	2109	134	282	0	20	47	9	0
경기도	부천시원미구	관외사전투표		16905	16863	42	291	16572	0	6445	8292	709	676	0	169	178	103	0
경기도	부천시원미구	거소우편투표		620	588	32	24	564	0	266	234	26	17	0	9	8	4	0
경기도	부천시원미구	심곡1동	계	11663	4830	6833	71	4759	0	2148	2192	205	151	0	32	18	13	0
경기도	부천시원미구	심곡2동	계	15720	6029	9691	106	5923	0	2552	2798	266	215	0	34	35	23	0
경기도	부천시원미구	심곡3동	계	11491	4893	6598	93	4800	0	2250	2158	174	146	0	33	19	20	0
경기도	부천시원미구	원미1동	계	14633	6933	7700	163	6770	0	3074	3158	237	208	0	33	33	27	0
경기도	부천시원미구	원미2동	계	12024	5612	6412	95	5517	0	2605	2428	239	133	0	43	34	35	0
경기도	부천시원미구	소사동	계	8448	3694	4754	64	3630	0	1713	1595	157	102	0	25	20	18	0
