광역	시군구	읍면동	종류	선거인수	투표수	기권수	무효표	유효투표수	공화당	새누리당	새정치민주연합	통합진보당	정의당	국제녹색당	노동당	녹색당	새정치당	한나라당
인천광역시	서구	가좌4동	계	9264	4545	4719	72	4473	0	2381	1763	112	125	0	58	34	0	0
인천광역시	서구	검단1동	계	21056	9562	11494	126	9436	0	4740	3963	307	321	0	45	60	0	0
인천광역시	서구	검단2동	계	17043	8567	8476	96	8471	0	4063	3737	272	315	0	47	37	0	0
인천광역시	서구	검단3동	계	16625	8418	8207	82	8336	0	3152	4220	329	537	0	50	48	0	0
인천광역시	서구	검단4동	계	31599	16367	15232	185	16182	0	7186	7507	530	770	0	100	89	0	0
인천광역시	서구	검단5동	계	16769	8173	8596	107	8066	0	3979	3498	215	300	0	31	43	0	0
인천광역시	강화군	관외사전투표		4076	4076	0	75	4001	0	2238	1461	121	90	0	37	54	0	0
인천광역시	강화군	거소우편투표		388	346	42	52	294	0	198	56	13	13	0	7	7	0	0
인천광역시	강화군	강화읍	계	17377	10896	6481	434	10462	0	6865	2940	241	176	0	135	105	0	0
인천광역시	강화군	선원면	계	5463	3569	1894	160	3409	0	2260	874	97	84	0	50	44	0	0
인천광역시	강화군	불은면	계	3657	2277	1380	119	2158	0	1449	514	62	59	0	34	40	0	0
인천광역시	강화군	길상면	계	5251	3159	2092	153	3006	0	2254	592	50	55	0	26	29	0	0
인천광역시	강화군	화도면	계	3553	2222	1331	104	2118	0	1584	415	31	48	0	19	21	0	0
인천광역시	강화군	양도면	계	3089	1953	1136	100	1853	0	1262	414	43	62	0	32	40	0	0
인천광역시	강화군	내가면	계	2611	1771	840	84	1687	0	1238	325	37	40	0	30	17	0	0
인천광역시	강화군	하점면	계	3449	2158	1291	125	2033	0	1513	381	33	47	0	34	25	0	0
인천광역시	강화군	양사면	계	1554	1048	506	49	999	0	710	201	25	36	0	9	18	0	0
인천광역시	강화군	송해면	계	2621	1727	894	115	1612	0	1154	311	45	39	0	31	32	0	0
인천광역시	강화군	교동면	계	2537	1724	813	105	1619	0	1168	299	40	60	0	27	25	0	0
인천광역시	강화군	삼산면	계	1925	1255	670	55	1200	0	886	218	33	30	0	15	18	0	0
인천광역시	강화군	서도면	계	538	412	126	25	387	0	289	51	8	18	0	2	19	0	0
인천광역시	옹진군	관외사전투표		2069	2068	1	48	2020	0	1301	584	61	35	0	20	19	0	0
인천광역시	옹진군	거소우편투표		165	163	2	36	127	0	78	32	6	2	0	4	5	0	0
인천광역시	옹진군	북도면	계	1663	1262	401	82	1180	0	910	181	16	22	0	18	33	0	0
인천광역시	옹진군	연평면	계	1654	1161	493	44	1117	0	791	263	24	19	0	9	11	0	0
인천광역시	옹진군	백령면	계	4247	3068	1179	165	2903	0	2112	571	66	79	0	39	36	0	0
인천광역시	옹진군	대청면	계	1255	1070	185	53	1017	0	832	140	15	16	0	4	10	0	0
인천광역시	옹진군	덕적면	계	1511	1163	348	82	1081	0	766	211	28	45	0	17	14	0	0
인천광역시	옹진군	자월면	계	980	736	244	24	712	0	550	116	14	12	0	10	10	0	0
인천광역시	옹진군	영흥면	계	4580	2893	1687	104	2789	0	1828	762	60	71	0	33	35	0	0
광주광역시	동구	관외사전투표		5964	5959	5	116	5843	0	592	4225	669	245	0	112	0	0	0
광주광역시	동구	거소우편투표		362	347	15	42	305	0	66	158	35	21	0	25	0	0	0
광주광역시	동구	충장동	계	3997	1884	2113	45	1839	0	236	1350	161	55	0	37	0	0	0
광주광역시	동구	동명동	계	4137	2224	1913	62	2162	0	274	1547	220	68	0	53	0	0	0
광주광역시	동구	계림1동	계	7027	3328	3699	103	3225	0	380	2346	303	107	0	89	0	0	0
광주광역시	동구	계림2동	계	8310	4852	3458	128	4724	0	485	3468	488	158	0	125	0	0	0
광주광역시	동구	산수1동	계	6660	3553	3107	110	3443	0	269	2583	363	110	0	118	0	0	0
광주광역시	동구	산수2동	계	8682	5202	3480	127	5075	0	591	3681	530	165	0	108	0	0	0
광주광역시	동구	지산1동	계	4027	2178	1849	52	2126	0	176	1572	241	83	0	54	0	0	0
광주광역시	동구	지산2동	계	4696	2639	2057	57	2582	0	275	1817	296	128	0	66	0	0	0
광주광역시	동구	서남동	계	3392	1559	1833	38	1521	0	170	1100	156	65	0	30	0	0	0
광주광역시	동구	학동	계	6148	3500	2648	77	3423	0	291	2461	431	138	0	102	0	0	0
광주광역시	동구	학운동	계	10317	6640	3677	163	6477	0	919	4496	715	245	0	102	0	0	0
광주광역시	동구	지원1동	계	6887	4081	2806	109	3972	0	338	2863	484	156	0	131	0	0	0
광주광역시	동구	지원2동	계	5859	3282	2577	110	3172	0	313	2204	390	140	0	125	0	0	0
광주광역시	서구	관외사전투표		14674	14655	19	328	14327	0	1503	10151	1630	701	0	342	0	0	0
광주광역시	서구	거소우편투표		467	438	29	17	421	0	71	284	30	21	0	15	0	0	0
광주광역시	서구	양동	계	4338	2272	2066	61	2211	0	238	1715	160	55	0	43	0	0	0
광주광역시	서구	양3동	계	4324	2400	1924	63	2337	0	205	1692	286	94	0	60	0	0	0
광주광역시	서구	농성1동	계	7166	3536	3630	105	3431	0	387	2525	311	117	0	91	0	0	0
광주광역시	서구	농성2동	계	4939	2448	2491	58	2390	0	283	1741	225	84	0	57	0	0	0
광주광역시	서구	광천동	계	8415	4263	4152	104	4159	0	421	2980	511	133	0	114	0	0	0
광주광역시	서구	유덕동	계	8233	4503	3730	83	4420	0	346	3118	674	145	0	137	0	0	0
광주광역시	서구	치평동	계	21439	12574	8865	219	12355	0	1199	8675	1770	469	0	242	0	0	0
광주광역시	서구	상무1동	계	18651	9598	9053	140	9458	0	896	6723	1306	348	0	185	0	0	0
광주광역시	서구	상무2동	계	20388	10174	10214	264	9910	0	983	7220	938	565	0	204	0	0	0
광주광역시	서구	화정1동	계	12886	6671	6215	135	6536	0	626	4792	735	225	0	158	0	0	0
광주광역시	서구	화정2동	계	8960	5021	3939	100	4921	0	466	3703	475	176	0	101	0	0	0
광주광역시	서구	화정3동	계	9253	5134	4119	122	5012	0	490	3711	546	173	0	92	0	0	0
광주광역시	서구	화정4동	계	15220	9066	6154	162	8904	0	882	6499	986	360	0	177	0	0	0
광주광역시	서구	서창동	계	4963	2727	2236	62	2665	0	243	1883	294	170	0	75	0	0	0
광주광역시	서구	금호1동	계	18035	10602	7433	212	10390	0	943	7453	1090	701	0	203	0	0	0
광주광역시	서구	금호2동	계	19382	12170	7212	161	12009	0	1016	8576	1342	912	0	163	0	0	0
광주광역시	서구	풍암동	계	28268	16709	11559	265	16444	0	1540	11977	1930	715	0	282	0	0	0
광주광역시	서구	동천동	계	12200	7125	5075	103	7022	0	523	4947	1152	242	0	158	0	0	0
광주광역시	남구	관외사전투표		11174	11169	5	258	10911	0	1116	7677	1408	486	0	224	0	0	0
광주광역시	남구	거소우편투표		387	361	26	34	327	0	52	213	29	18	0	15	0	0	0
광주광역시	남구	양림동	계	6878	3981	2897	107	3874	0	331	2801	521	142	0	79	0	0	0
광주광역시	남구	방림1동	계	6432	3557	2875	82	3475	0	277	2541	423	146	0	88	0	0	0
광주광역시	남구	방림2동	계	8603	5032	3571	151	4881	0	424	3619	533	181	0	124	0	0	0
광주광역시	남구	봉선1동	계	12779	6702	6077	168	6534	0	607	4746	785	242	0	154	0	0	0
광주광역시	남구	봉선2동	계	19395	12365	7030	338	12027	0	1274	8471	1559	559	0	164	0	0	0
광주광역시	남구	사직동	계	4813	2267	2546	62	2205	0	204	1653	229	77	0	42	0	0	0
광주광역시	남구	월산동	계	8697	4449	4248	150	4299	0	364	3258	433	129	0	115	0	0	0
광주광역시	남구	월산4동	계	8669	4226	4443	117	4109	0	378	3100	433	106	0	92	0	0	0
광주광역시	남구	월산5동	계	6639	3331	3308	107	3224	0	243	2419	373	108	0	81	0	0	0
광주광역시	남구	백운1동	계	10487	6248	4239	132	6116	0	540	4463	808	197	0	108	0	0	0
광주광역시	남구	백운2동	계	4447	2206	2241	73	2133	0	236	1566	205	73	0	53	0	0	0
광주광역시	남구	주월1동	계	14795	7943	6852	190	7753	0	604	5714	976	298	0	161	0	0	0
광주광역시	남구	주월2동	계	7948	4194	3754	114	4080	0	344	3022	476	123	0	115	0	0	0
광주광역시	남구	효덕동	계	30189	18310	11879	444	17866	0	1498	12851	2535	686	0	296	0	0	0
광주광역시	남구	송암동	계	4595	2588	2007	75	2513	0	189	1869	319	90	0	46	0	0	0
광주광역시	남구	대촌동	계	5070	2788	2282	144	2644	0	216	1903	343	86	0	96	0	0	0
광주광역시	북구	관외사전투표		22505	22483	22	447	22036	0	2229	15611	2783	836	0	577	0	0	0
광주광역시	북구	거소우편투표		743	681	62	43	638	0	95	420	65	20	0	38	0	0	0
광주광역시	북구	중흥1동	계	3071	1375	1696	49	1326	0	131	978	138	40	0	39	0	0	0
광주광역시	북구	중흥2동	계	7144	3813	3331	107	3706	0	394	2615	440	147	0	110	0	0	0
광주광역시	북구	중흥3동	계	4812	2340	2472	69	2271	0	253	1640	232	77	0	69	0	0	0
광주광역시	북구	중앙동	계	3498	1628	1870	44	1584	0	167	1181	151	46	0	39	0	0	0
광주광역시	북구	임동	계	7939	4196	3743	71	4125	0	364	3005	526	151	0	79	0	0	0
광주광역시	북구	신안동	계	9791	4590	5201	100	4490	0	402	3214	594	149	0	131	0	0	0
광주광역시	북구	용봉동	계	29249	16272	12977	330	15942	0	1232	11325	2372	681	0	332	0	0	0
광주광역시	북구	운암1동	계	15292	9450	5842	151	9299	0	859	6782	1096	381	0	181	0	0	0
광주광역시	북구	운암2동	계	11700	5909	5791	118	5791	0	519	4277	664	186	0	145	0	0	0
광주광역시	북구	운암3동	계	13658	7888	5770	150	7738	0	663	5517	1034	296	0	228	0	0	0
광주광역시	북구	동림동	계	15895	8890	7005	180	8710	0	623	6365	1174	296	0	252	0	0	0
광주광역시	북구	우산동	계	11458	5586	5872	169	5417	0	563	3842	629	225	0	158	0	0	0
광주광역시	북구	풍향동	계	4331	2107	2224	52	2055	0	190	1473	254	76	0	62	0	0	0
광주광역시	북구	문화동	계	11927	6370	5557	216	6154	0	606	4454	652	220	0	222	0	0	0
광주광역시	북구	문흥1동	계	13674	8063	5611	151	7912	0	611	5781	1123	238	0	159	0	0	0
광주광역시	북구	문흥2동	계	13523	7519	6004	138	7381	0	480	5359	1056	288	0	198	0	0	0
광주광역시	북구	두암1동	계	7270	3797	3473	87	3710	0	334	2749	417	105	0	105	0	0	0
광주광역시	북구	두암2동	계	14990	7704	7286	198	7506	0	616	5523	884	210	0	273	0	0	0
광주광역시	북구	두암3동	계	13416	7004	6412	208	6796	0	647	4908	831	205	0	205	0	0	0
광주광역시	북구	삼각동	계	9455	5078	4377	91	4987	0	418	3577	723	154	0	115	0	0	0
광주광역시	북구	일곡동	계	22033	12856	9177	189	12667	0	926	8994	1844	590	0	313	0	0	0
광주광역시	북구	매곡동	계	10689	6360	4329	123	6237	0	515	4487	894	226	0	115	0	0	0
광주광역시	북구	오치1동	계	9887	5020	4867	120	4900	0	434	3546	635	152	0	133	0	0	0
광주광역시	북구	오치2동	계	11890	6116	5774	184	5932	0	508	4211	842	212	0	159	0	0	0
광주광역시	북구	석곡동	계	2398	1222	1176	37	1185	0	112	851	132	37	0	53	0	0	0
광주광역시	북구	건국동	계	24901	11692	13209	195	11497	0	799	8145	1706	542	0	305	0	0	0
광주광역시	북구	양산동	계	24741	12386	12355	218	12168	0	918	8695	1754	483	0	318	0	0	0
광주광역시	광산구	관외사전투표		16036	16016	20	318	15698	0	1530	10738	2256	751	0	423	0	0	0
광주광역시	광산구	거소우편투표		516	481	35	22	459	0	76	296	44	18	0	25	0	0	0
광주광역시	광산구	송정1동	계	8632	4656	3976	113	4543	0	386	3183	737	144	0	93	0	0	0
광주광역시	광산구	송정2동	계	5358	2959	2399	94	2865	0	354	1960	366	108	0	77	0	0	0
광주광역시	광산구	도산동	계	10576	5681	4895	115	5566	0	528	3838	905	165	0	130	0	0	0
광주광역시	광산구	신흥동	계	3817	1927	1890	42	1885	0	174	1316	281	64	0	50	0	0	0
광주광역시	광산구	어룡동	계	16429	8374	8055	228	8146	0	556	5677	1429	269	0	215	0	0	0
광주광역시	광산구	우산동	계	18268	8349	9919	272	8077	0	621	5577	1283	312	0	284	0	0	0
광주광역시	광산구	월곡1동	계	10493	5120	5373	116	5004	0	356	3500	818	199	0	131	0	0	0
광주광역시	광산구	월곡2동	계	14123	6937	7186	132	6805	0	443	4749	1219	232	0	162	0	0	0
광주광역시	광산구	비아동	계	5211	2194	3017	47	2147	0	147	1501	353	100	0	46	0	0	0
광주광역시	광산구	첨단1동	계	16343	9456	6887	135	9321	0	755	6448	1400	521	0	197	0	0	0
광주광역시	광산구	첨단2동	계	28326	14647	13679	229	14418	0	963	9946	2444	751	0	314	0	0	0
광주광역시	광산구	신가동	계	16603	8264	8339	152	8112	0	543	5628	1357	399	0	185	0	0	0
광주광역시	광산구	운남동	계	22144	12168	9976	208	11960	0	695	8316	2178	435	0	336	0	0	0
광주광역시	광산구	신창동	계	22192	11374	10818	173	11201	0	650	7706	1921	664	0	260	0	0	0
광주광역시	광산구	수완동	계	46716	24790	21926	335	24455	0	1690	16815	4086	1394	0	470	0	0	0
광주광역시	광산구	하남동	계	12595	6514	6081	105	6409	0	409	4432	1147	285	0	136	0	0	0
광주광역시	광산구	임곡동	계	2019	995	1024	42	953	0	72	653	128	49	0	51	0	0	0
광주광역시	광산구	동곡동	계	1854	1096	758	51	1045	0	89	693	151	47	0	65	0	0	0
광주광역시	광산구	평동	계	3355	1679	1676	86	1593	0	132	1050	298	42	0	71	0	0	0
광주광역시	광산구	삼도동	계	2240	1193	1047	79	1114	0	90	762	160	47	0	55	0	0	0
광주광역시	광산구	본량동	계	2029	1172	857	140	1032	0	105	693	127	62	0	45	0	0	0
대전광역시	동구	관외사전투표		8994	8990	4	164	8826	0	3673	4506	317	266	0	0	0	64	0
대전광역시	동구	거소우편투표		412	377	35	39	338	0	195	110	14	11	0	0	0	8	0
대전광역시	동구	중앙동	계	6345	2940	3405	103	2837	0	1758	972	46	44	0	0	0	17	0
대전광역시	동구	신인동	계	10695	5455	5240	117	5338	0	2748	2333	116	104	0	0	0	37	0
대전광역시	동구	효동	계	20350	10599	9751	250	10349	0	4561	5254	211	264	0	0	0	59	0
대전광역시	동구	판암1동	계	8450	4600	3850	154	4446	0	2385	1837	96	90	0	0	0	38	0
대전광역시	동구	판암2동	계	9345	4744	4601	199	4545	0	2544	1777	115	68	0	0	0	41	0
대전광역시	동구	용운동	계	16186	8172	8014	258	7914	0	3705	3792	175	187	0	0	0	55	0
대전광역시	동구	대동	계	10575	5176	5399	134	5042	0	2561	2274	90	88	0	0	0	29	0
대전광역시	동구	자양동	계	9731	4462	5269	116	4346	0	2313	1821	101	80	0	0	0	31	0
대전광역시	동구	가양1동	계	12873	6268	6605	193	6075	0	3240	2580	113	111	0	0	0	31	0
대전광역시	동구	가양2동	계	17388	7960	9428	191	7769	0	4094	3287	191	168	0	0	0	29	0
대전광역시	동구	용전동	계	17150	7455	9695	156	7299	0	3563	3381	163	158	0	0	0	34	0
대전광역시	동구	성남동	계	11352	5808	5544	140	5668	0	2719	2670	138	111	0	0	0	30	0
대전광역시	동구	홍도동	계	10471	4966	5505	103	4863	0	2438	2177	120	102	0	0	0	26	0
대전광역시	동구	삼성동	계	14174	7293	6881	176	7117	0	3693	3109	153	129	0	0	0	33	0
대전광역시	동구	대청동	계	2477	1328	1149	61	1267	0	773	416	26	37	0	0	0	15	0
대전광역시	동구	산내동	계	15703	8103	7600	231	7872	0	3745	3733	187	159	0	0	0	48	0
대전광역시	중구	관외사전투표		9936	9933	3	172	9761	0	4115	5016	284	288	0	0	0	58	0
대전광역시	중구	거소우편투표		498	457	41	42	415	0	223	153	17	10	0	0	0	12	0
대전광역시	중구	은행선화동	계	14516	6144	8372	142	6002	0	3060	2619	140	144	0	0	0	39	0
대전광역시	중구	목동	계	11150	6429	4721	98	6331	0	2707	3219	202	174	0	0	0	29	0
대전광역시	중구	중촌동	계	12394	6651	5743	176	6475	0	3211	2914	152	157	0	0	0	41	0
대전광역시	중구	대흥동	계	11270	5434	5836	112	5322	0	2676	2341	139	140	0	0	0	26	0
대전광역시	중구	문창동	계	4471	2234	2237	99	2135	0	1256	779	47	39	0	0	0	14	0
대전광역시	중구	석교동	계	15018	7518	7500	250	7268	0	4166	2778	152	117	0	0	0	55	0
대전광역시	중구	대사동	계	5492	2663	2829	119	2544	0	1494	939	52	46	0	0	0	13	0
대전광역시	중구	부사동	계	6156	3059	3097	100	2959	0	1702	1144	46	48	0	0	0	19	0
대전광역시	중구	용두동	계	8445	4428	4017	114	4314	0	2133	1961	100	90	0	0	0	30	0
대전광역시	중구	오류동	계	8391	4808	3583	117	4691	0	2488	1981	89	107	0	0	0	26	0
대전광역시	중구	태평1동	계	11056	6263	4793	97	6166	0	2814	3020	136	165	0	0	0	31	0
대전광역시	중구	태평2동	계	21782	12619	9163	302	12317	0	6452	5330	259	233	0	0	0	43	0
대전광역시	중구	유천1동	계	6016	2692	3324	164	2528	0	1425	988	55	38	0	0	0	22	0
대전광역시	중구	유천2동	계	12093	6617	5476	293	6324	0	3450	2590	132	115	0	0	0	37	0
대전광역시	중구	문화1동	계	18139	10340	7799	325	10015	0	4907	4625	197	237	0	0	0	49	0
대전광역시	중구	문화2동	계	12049	5996	6053	176	5820	0	3014	2543	124	104	0	0	0	35	0
대전광역시	중구	산성동	계	24367	11834	12533	607	11227	0	5823	4922	237	167	0	0	0	78	0
대전광역시	서구	관외사전투표		19471	19467	4	355	19112	0	7864	9825	637	608	0	0	0	178	0
대전광역시	서구	거소우편투표		719	680	39	35	645	0	351	232	29	22	0	0	0	11	0
대전광역시	서구	복수동	계	15928	8235	7693	164	8071	0	3640	4059	173	141	0	0	0	58	0
대전광역시	서구	도마1동	계	15360	6806	8554	151	6655	0	3642	2708	142	123	0	0	0	40	0
대전광역시	서구	도마2동	계	17414	8227	9187	156	8071	0	4338	3333	177	162	0	0	0	61	0
대전광역시	서구	정림동	계	14483	7727	6756	186	7541	0	3709	3475	178	133	0	0	0	46	0
대전광역시	서구	변동	계	14690	6514	8176	179	6335	0	3209	2747	148	169	0	0	0	62	0
대전광역시	서구	용문동	계	13498	5691	7807	196	5495	0	2745	2454	115	147	0	0	0	34	0
대전광역시	서구	탄방동	계	23235	10554	12681	204	10350	0	4476	5233	226	355	0	0	0	60	0
대전광역시	서구	둔산1동	계	12053	7357	4696	133	7224	0	3633	3249	146	163	0	0	0	33	0
대전광역시	서구	둔산2동	계	28110	16369	11741	233	16136	0	6163	8979	387	493	0	0	0	114	0
대전광역시	서구	둔산3동	계	16711	9551	7160	186	9365	0	4775	4139	174	208	0	0	0	69	0
대전광역시	서구	괴정동	계	16599	6642	9957	151	6491	0	2906	3175	150	215	0	0	0	45	0
대전광역시	서구	가장동	계	10668	5749	4919	141	5608	0	2830	2450	121	165	0	0	0	42	0
대전광역시	서구	내동	계	19622	10544	9078	188	10356	0	5086	4679	238	292	0	0	0	61	0
대전광역시	서구	갈마1동	계	19085	8847	10238	194	8653	0	4209	3949	187	248	0	0	0	60	0
대전광역시	서구	갈마2동	계	21534	9187	12347	203	8984	0	3749	4646	221	308	0	0	0	60	0
대전광역시	서구	월평1동	계	10163	4155	6008	70	4085	0	1890	1960	91	109	0	0	0	35	0
대전광역시	서구	월평2동	계	14286	8029	6257	218	7811	0	3858	3560	169	174	0	0	0	50	0
대전광역시	서구	월평3동	계	17887	11139	6748	185	10954	0	4789	5575	237	303	0	0	0	50	0
대전광역시	서구	만년동	계	10972	6513	4459	123	6390	0	2514	3476	160	203	0	0	0	37	0
대전광역시	서구	가수원동	계	19918	10575	9343	269	10306	0	4331	5395	256	261	0	0	0	63	0
대전광역시	서구	관저1동	계	11826	6505	5321	159	6346	0	2678	3304	174	148	0	0	0	42	0
대전광역시	서구	관저2동	계	21934	11736	10198	207	11529	0	4516	6327	311	307	0	0	0	68	0
대전광역시	서구	기성동	계	3720	2133	1587	193	1940	0	1207	579	70	39	0	0	0	45	0
대전광역시	유성구	관외사전투표		13716	13706	10	233	13473	0	5303	7067	490	525	0	0	0	88	0
대전광역시	유성구	거소우편투표		538	508	30	36	472	0	281	140	17	29	0	0	0	5	0
대전광역시	유성구	진잠동	계	25164	12564	12600	351	12213	0	5375	6122	309	325	0	0	0	82	0
대전광역시	유성구	원신흥동	계	24050	13111	10939	262	12849	0	5395	6580	339	467	0	0	0	68	0
대전광역시	유성구	온천1동	계	22599	9932	12667	307	9625	0	4650	4320	298	302	0	0	0	55	0
대전광역시	유성구	온천2동	계	25100	13629	11471	332	13297	0	5577	6566	408	688	0	0	0	58	0
대전광역시	유성구	노은1동	계	16728	9558	7170	153	9405	0	3611	5133	276	354	0	0	0	31	0
대전광역시	유성구	노은2동	계	32893	19665	13228	302	19363	0	6983	10960	605	755	0	0	0	60	0
대전광역시	유성구	신성동	계	18733	11159	7574	214	10945	0	4882	5284	333	391	0	0	0	55	0
대전광역시	유성구	전민동	계	18247	11196	7051	171	11025	0	4068	6015	408	488	0	0	0	46	0
대전광역시	유성구	구즉동	계	22494	11410	11084	254	11156	0	3927	6430	412	304	0	0	0	83	0
대전광역시	유성구	관평동	계	20227	12193	8034	204	11989	0	4237	6923	382	402	0	0	0	45	0
대전광역시	대덕구	관외사전투표		6797	6792	5	123	6669	0	2757	3344	306	203	0	0	0	59	0
대전광역시	대덕구	거소우편투표		311	292	19	29	263	0	161	66	15	8	0	0	0	13	0
대전광역시	대덕구	오정동	계	15072	7039	8033	158	6881	0	3725	2783	216	122	0	0	0	35	0
대전광역시	대덕구	대화동	계	7663	3657	4006	181	3476	0	1903	1314	137	74	0	0	0	48	0
대전광역시	대덕구	회덕동	계	13603	7061	6542	235	6826	0	3652	2794	235	112	0	0	0	33	0
대전광역시	대덕구	비래동	계	14450	7052	7398	110	6942	0	3507	3031	210	151	0	0	0	43	0
대전광역시	대덕구	송촌동	계	21838	11492	10346	211	11281	0	4738	5820	407	239	0	0	0	77	0
대전광역시	대덕구	중리동	계	18534	8129	10405	140	7989	0	4061	3510	230	147	0	0	0	41	0
대전광역시	대덕구	법1동	계	10938	5670	5268	140	5530	0	2690	2437	240	125	0	0	0	38	0
대전광역시	대덕구	법2동	계	14691	8279	6412	214	8065	0	3918	3617	337	148	0	0	0	45	0
대전광역시	대덕구	신탄진동	계	10424	5379	5045	150	5229	0	2747	2163	187	86	0	0	0	46	0
대전광역시	대덕구	석봉동	계	9102	4533	4569	108	4425	0	2013	2095	182	106	0	0	0	29	0
대전광역시	대덕구	덕암동	계	12742	6035	6707	169	5866	0	2704	2715	282	122	0	0	0	43	0
대전광역시	대덕구	목상동	계	5522	2462	3060	69	2393	0	1013	1208	105	51	0	0	0	16	0
울산광역시	중구	관외사전투표		8460	8445	15	160	8285	0	4096	2626	778	385	0	400	0	0	0
울산광역시	중구	거소우편투표		482	452	30	21	431	0	265	94	30	11	0	31	0	0	0
울산광역시	중구	학성동	계	9672	4840	4832	81	4759	0	3309	874	262	123	0	191	0	0	0
울산광역시	중구	반구1동	계	13118	6830	6288	139	6691	0	4033	1349	681	238	0	390	0	0	0
울산광역시	중구	반구2동	계	8180	4530	3650	94	4436	0	2678	964	363	163	0	268	0	0	0
울산광역시	중구	복산1동	계	8033	4038	3995	85	3953	0	2613	831	267	98	0	144	0	0	0
울산광역시	중구	복산2동	계	7739	4180	3559	54	4126	0	2386	1007	387	147	0	199	0	0	0
울산광역시	중구	북정동	계	17028	8730	8298	102	8628	0	4692	2259	841	358	0	478	0	0	0
울산광역시	중구	중앙동	계	12405	5817	6588	85	5732	0	4043	1060	270	158	0	201	0	0	0
울산광역시	중구	우정동	계	18429	10221	8208	212	10009	0	6067	2559	658	314	0	411	0	0	0
울산광역시	중구	태화동	계	21789	12794	8995	211	12583	0	7107	3491	998	422	0	565	0	0	0
울산광역시	중구	다운동	계	23086	12262	10824	342	11920	0	7284	2643	999	392	0	602	0	0	0
울산광역시	중구	병영1동	계	20400	11629	8771	176	11453	0	6405	2668	1436	391	0	553	0	0	0
울산광역시	중구	병영2동	계	14514	8032	6482	137	7895	0	4268	1785	1121	291	0	430	0	0	0
울산광역시	중구	약사동	계	5883	3856	2027	67	3789	0	1917	1089	444	144	0	195	0	0	0
울산광역시	남구	관외사전투표		12337	12329	8	205	12124	0	5992	3810	1267	551	0	504	0	0	0
울산광역시	남구	거소우편투표		624	604	20	20	584	0	346	127	53	22	0	36	0	0	0
울산광역시	남구	신정1동	계	16761	8320	8441	162	8158	0	5504	1541	606	255	0	252	0	0	0
울산광역시	남구	신정2동	계	18189	9682	8507	129	9553	0	5726	2432	767	358	0	270	0	0	0
울산광역시	남구	신정3동	계	13759	6980	6779	86	6894	0	4184	1577	627	222	0	284	0	0	0
울산광역시	남구	신정4동	계	18515	10127	8388	129	9998	0	5722	2605	938	362	0	371	0	0	0
울산광역시	남구	신정5동	계	7208	3343	3865	45	3298	0	2104	680	283	126	0	105	0	0	0
울산광역시	남구	달동	계	24044	11672	12372	169	11503	0	6660	2859	1131	330	0	523	0	0	0
울산광역시	남구	삼산동	계	38978	18329	20649	240	18089	0	9579	4582	2563	618	0	747	0	0	0
울산광역시	남구	삼호동	계	20397	10469	9928	154	10315	0	5911	2486	1128	396	0	394	0	0	0
울산광역시	남구	무거동	계	27165	15075	12090	220	14855	0	7939	4110	1706	597	0	503	0	0	0
울산광역시	남구	옥동	계	19936	11852	8084	169	11683	0	6524	3447	978	432	0	302	0	0	0
울산광역시	남구	야음장생포동	계	11004	5623	5381	146	5477	0	3710	844	528	138	0	257	0	0	0
울산광역시	남구	대현동	계	23298	13113	10185	228	12885	0	7220	3140	1550	451	0	524	0	0	0
울산광역시	남구	수암동	계	12977	7668	5309	105	7563	0	4116	2058	794	254	0	341	0	0	0
울산광역시	남구	선암동	계	12288	6376	5912	93	6283	0	3713	1441	642	192	0	295	0	0	0
울산광역시	동구	관외사전투표		5795	5794	1	100	5694	0	2552	1498	945	232	0	467	0	0	0
울산광역시	동구	거소우편투표		273	259	14	16	243	0	135	48	28	13	0	19	0	0	0
울산광역시	동구	방어동	계	32284	16252	16032	393	15859	0	8490	3135	2576	382	0	1276	0	0	0
울산광역시	동구	일산동	계	6372	3129	3243	70	3059	0	1859	513	413	77	0	197	0	0	0
울산광역시	동구	화정동	계	14236	7099	7137	180	6919	0	3866	1270	1063	172	0	548	0	0	0
울산광역시	동구	대송동	계	11342	6116	5226	111	6005	0	2868	1230	1161	141	0	605	0	0	0
울산광역시	동구	전하1동	계	13471	7930	5541	108	7822	0	3920	1880	1294	208	0	520	0	0	0
울산광역시	동구	전하2동	계	18086	11196	6890	145	11051	0	5562	2572	1920	271	0	726	0	0	0
울산광역시	동구	남목1동	계	8728	5212	3516	72	5140	0	2670	1067	788	169	0	446	0	0	0
울산광역시	동구	남목2동	계	19615	11706	7909	167	11539	0	5530	2976	1643	432	0	958	0	0	0
울산광역시	동구	남목3동	계	11064	6890	4174	104	6786	0	3282	1483	1159	239	0	623	0	0	0
울산광역시	북구	관외사전투표		6588	6585	3	95	6490	0	2824	1675	1210	347	0	434	0	0	0
울산광역시	북구	거소우편투표		304	292	12	11	281	0	166	44	36	16	0	19	0	0	0
울산광역시	북구	농소1동	계	22271	12239	10032	189	12050	0	6516	2601	1900	520	0	513	0	0	0
울산광역시	북구	농소2동	계	22613	11918	10695	170	11748	0	6148	2441	2114	418	0	627	0	0	0
울산광역시	북구	농소3동	계	28045	15497	12548	200	15297	0	6869	3656	3478	612	0	682	0	0	0
울산광역시	북구	강동동	계	3853	2117	1736	76	2041	0	1586	225	99	86	0	45	0	0	0
